键,键族,语义路径样本,S1_defaults.json,S2_出厂模板,S3_CLI骨架,S4_合同schema,S5_代码兜底,S6_登记册
input_lights,blocks、input_lights,blocks.input_lights；input_lights,该侧无此项,"值[[""path/to/light1.fits"",""path/to/light2.fits""]] @eng/packaging/config/templates/normalize.phase_config.json#blocks.[].input_lights [phase=normalize] ||| 值[[""path/to/light3.fits""]] @eng/packaging/config/templates/normalize.phase_config.json#blocks.[].input_lights [phase=normalize]","值[[""path/to/light1.fits"",""path/to/light2.fits""]] @lib/infrastructure/cli/session_commands.h#config_fields(normalize).input_lights [normalize] ||| 值[[""path/to/light3.fits""]] @lib/infrastructure/cli/session_commands.h#config_second_block_overrides.input_lights [normalize第2块覆盖]",该侧无此项,"值[nullptr ×1 (value(""k"",d)) @lib/infrastructure/cli/session_commands.h:88] @1 处 / 1 个位点（前 4: value(""k"",d)）；全量见 side5_位点.log","值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[4] registered_key=blocks[].input_lights (doc docs/plugins/algorithms_phase1/01_calibration.md:48, module 01_calibration, finding=none) ; eng/packaging/config/config_registry.json#plugin_knobs[5] registered_key=blocks[].input_lights (doc docs/plugins/algorithms_phase1/01_calibration.md:49, module 01_calibration, finding=none) ; eng/packaging/config/config_registry.json#plugin_knobs[8] registered_key=blocks[].input_lights (doc docs/plugins/alg… [registered_at=eng/contracts/schemas/phase_config_normalize.schema.json#/properties/blocks[]]"
input_w_info_consumed_without_recompute,phase3,phase3.qw_recompute.input_w_info_consumed_without_recompute,该侧无此项,该侧无此项,该侧无此项,值[const=true] @eng/contracts/schemas/product_family_field_constraints.schema.json#/phase3/qw_recompute/input_w_info_consumed_without_recompute,该侧无此项,该侧无此项
interpolation,interpolation,interpolation,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""neighbor"" ｜note默认值断言: 默认neighbor] @eng/packaging/config/config_registry.json#plugin_knobs[11] field=interpolation (doc docs/plugins/algorithms_phase1/02_cosmetic.md:37, module 02_cosmetic, finding=gap) [registered_at=-]"
invalid_policy,covariance、product_content、signal,covariance.plane_decl.invalid_policy；product_content.invalid_policy；signal.invalid_policy,该侧无此项,该侧无此项,该侧无此项,"值[const=""nan_or_support_le_0""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/invalid_policy ; eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/plane_decl/invalid_policy ||| 值[enum=[""nan_or_support_le_0""]] @eng/contracts/data/phase_product_exchange.schema.json#/product_content/invalid_policy",该侧无此项,该侧无此项
invalid_repr,missing_value,missing_value.invalid_repr,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""null"",""nan"",""zero"",""nan_or_negative"",""mask_bit"",""unavailable_object"",""not_applicable""]] @eng/contracts/schemas/unified/coverage.schema.json#/missing_value/invalid_repr ; eng/contracts/schemas/unified/depth_m5.schema.json#/missing_value/invalid_repr ; eng/contracts/schemas/unified/frame_snr.schema.json#/missing_value/invalid_repr ; eng/contracts/schemas/unified/ivar.schema.json#/missing_value/invalid_repr ; eng/contracts/schemas/unified/point_information.schema.json#/missing_value/invalid_repr ; eng/contracts/schemas/unified/provenance.schema.json#/missing_value/invalid_repr ; eng/co…",该侧无此项,该侧无此项
invariant,signal,signal.constant_field_oracle.invariant,该侧无此项,该侧无此项,该侧无此项,"值[const=""S_p = B0 for all pixfrac in (0,1]""] @eng/contracts/schemas/product_family_field_constraints.schema.json#/signal/constant_field_oracle/invariant",该侧无此项,该侧无此项
ipix,coverage_block、tile_entry,coverage_block.ipix；tile_entry.ipix,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/hips_storage_form.schema.json#/tile_entry/ipix ; eng/contracts/schemas/hips_storage_form.schema.json#/coverage_block/ipix,"值[nullptr ×36 (具名常量 ipix,初始化列表 k(…),声明/赋值 k=,成员/赋值 leaf.k=,成员/赋值 o.k=,成员/赋值 result.k=) @lib/infrastructure/aio/healpix_db/archive/legacy/healpix_stack/hp_stack_hiss.cpp:97; lib/infrastructure/aio/src/healpix/aio_healpix_io.cpp:1383; lib/infrastructure/aio/src/healpix/aio_healpix_io.cpp:1502; lib/infrastructure/aio/src/healpix/aio_healpix_io.cpp:1513 ## 0 ×9 (声明/赋值 k=) @lib/algorithms/coverage/src/coverage.cpp:162; lib/algorithms/drizzle/healpix_drizzle/drizzle_engine.cpp:64; lib/algorithms/drizzle/healpix_drizzle/spherical_overlap.cpp:1564; lib/infrastructure/aio/src/hips/aio_hips_writer.cpp:2621 ## 0ull ×1 (value(""k"",d)) @lib/infrastructure/scheduler/src/module_adapters.cpp:9125] @46 处 / 7 个位点（前 4: value(""k"",d); 具名常量 ipix; 初始化列表 k(…); 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
irls_tolerance_dex,photometry,photometry.irls_tolerance_dex,值[1e-06] @eng/packaging/config/defaults.json#fields[key=photometry.irls_tolerance_dex] [authority_status=sourced],该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项
is_lower_bound,covariance,covariance.diagonal_approximation.is_lower_bound,该侧无此项,该侧无此项,该侧无此项,值[const=true] @eng/contracts/schemas/product_family_field_constraints.schema.json#/covariance/diagonal_approximation/is_lower_bound,"值[false ×2 (value(""k"",d),声明/赋值 k=) @lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.h:331; lib/algorithms/integration/v6_phase1/src/phase1_product.cpp:1174] @2 处 / 2 个位点（前 4: value(""k"",d); 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
ivar_from,ivar_from,ivar_from,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""inverse_of_variance"",""declared_model""]] @eng/contracts/schemas/unified/ivar.schema.json#/ivar_from",该侧无此项,该侧无此项
json,json,json,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[nullptr ×12 (初始化列表 k(…)) @lib/infrastructure/benchmark/backend_host/bench_report.cpp:296; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:563; lib/infrastructure/benchmark/backend_host/cpu_routing.cpp:565; lib/infrastructure/benchmark/backend_host/profile_gen_v2.cpp:611 ## ""["" ×1 (声明/赋值 k=) @lib/infrastructure/aio/src/ahpx/aio_ahpx_writer.cpp:195 ## true ×1 (成员/赋值 out.k=) @lib/infrastructure/acr/tools/acr_status/main.cpp:39] @14 处 / 3 个位点（前 4: 初始化列表 k(…); 声明/赋值 k=; 成员/赋值 out.k=）；全量见 side5_位点.log","值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[70] field=json (doc docs/plugins/infrastructure/18_cli.md:39, module 18_cli, finding=none) [registered_at=docs/plugins/infrastructure/18_cli.md:34]"
k_corr,upm,upm.k_corr,值[1.4] @eng/packaging/config/defaults.json#fields[key=upm.k_corr] [authority_status=sourced],该侧无此项,该侧无此项,该侧无此项,"值[1.4 ×2 (成员/赋值 c.k=,成员/赋值 cfg.k=) @lib/algorithms/coverage/src/sky_plane.cpp:233; lib/algorithms/coverage/src/sky_plane.cpp:254 ## 0.0 ×1 (声明/赋值 k=) @lib/algorithms/drizzle/healpix_drizzle/v6_drizzle_science.h:376 ## kKCorrFrozen ×1 (成员/赋值 cfg.k=) @lib/algorithms/integration/v6/src/phase2_integrate.cpp:1331] @4 处 / 3 个位点（前 4: 声明/赋值 k=; 成员/赋值 c.k=; 成员/赋值 cfg.k=）；全量见 side5_位点.log",该侧无此项
k_corr.value,k_corr、provenance,k_corr.value；provenance.k_corr.value,该侧无此项,该侧无此项,该侧无此项,值[const=1] @eng/contracts/schemas/product_family_field_constraints.schema.json#/provenance/k_corr/value/not ; eng/contracts/schemas/unified/provenance.schema.json#/k_corr/value/not ; eng/contracts/schemas/unified/provenance.schema.json#/then/k_corr/value/not ||| 值[exclusiveMinimum=0] @eng/contracts/schemas/product_family_field_constraints.schema.json#/provenance/k_corr/value ; eng/contracts/schemas/unified/provenance.schema.json#/k_corr/value,该侧无此项,该侧无此项
keep_moving_sources,keep_moving_sources,keep_moving_sources,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""true"" ｜note默认值断言: 默认true] @eng/packaging/config/config_registry.json#plugin_knobs[51] field=keep_moving_sources (doc docs/plugins/algorithms_phase2/12_rejection.md:36, module 12_rejection, finding=gap) [registered_at=-]"
kernel_registry_entry.status,phase3,phase3.kernel_registry_entry.status,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""not_registered"",""registered"",""deprecated""]] @eng/contracts/schemas/product_family_field_constraints.schema.json#/phase3/kernel_registry_entry/status",该侧无此项,该侧无此项
kernel_v1.precision,kernel_v1,kernel_v1.precision,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""fp32"",""fp64""]] @eng/contracts/schemas/cpu_profile.schema.json#/kernel_v1/precision",该侧无此项,该侧无此项
kernels,kernels,kernels,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""全部""] @eng/packaging/config/config_registry.json#plugin_knobs[81] field=kernels (doc docs/plugins/infrastructure/20_benchmark.md:34, module 20_benchmark, finding=none) [registered_at=docs/plugins/infrastructure/20_benchmark.md:32]"
kernels.precision,kernels,kernels.precision,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""fp32"",""fp64""]] @eng/contracts/schemas/cpu_profile.schema.json#/kernels/items/precision",该侧无此项,该侧无此项
kind,kind,kind,该侧无此项,该侧无此项,该侧无此项,"值[const=""astrocs_modules_list""] @eng/contracts/config/cli_modules_list.schema.json#/kind ||| 值[const=""astrocs_selftest""] @eng/contracts/config/cli_selftest.schema.json#/kind ||| 值[const=""astrocs_hardware_inspect""] @eng/contracts/schemas/hardware_inspect.schema.json#/kind ||| 值[enum=[""progress"",""resource"",""artifact"",""backend"",""final"",""stage_start"",""stage_end"",""graph"",""resource_gate"",""v6_mode_route""]] @eng/contracts/schemas/jsonl_event_v1.schema.json#/kind ||| 值[const=""final""] @eng/contracts/schemas/jsonl_event_v1.schema.json#/if/kind ||| 值[const=""progress""] @eng/contracts/schemas/jsonl_event_v1.schema.json#/if/kind ||| 值[const=""resource""] @eng/contracts/schemas/jsonl_event_v1.schema.json#/if/kind ||| 值[const=""artifact""] @eng/contracts/schemas/jsonl_event_v1.schema.json#/if/kind (本侧另有 7 种取值)",该侧无此项,该侧无此项
large_scale.enabled,rejection,rejection.large_scale.enabled,值[false] @eng/packaging/config/defaults.json#fields[key=rejection.large_scale.enabled] [authority_status=sourced],该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项
leaf_frac,subproduct,subproduct.coverage.leaf_frac,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/hips_storage_form.schema.json#/subproduct/coverage/leaf_frac/items,该侧无此项,该侧无此项
leaf_run,leaf_run,leaf_run,该侧无此项,该侧无此项,该侧无此项,值[minimum=0] @eng/contracts/schemas/hips_storage_form.schema.json#/leaf_run/items,该侧无此项,该侧无此项
legacy_hiss_compare,validation,validation.legacy_hiss_compare,该侧无此项,该侧无此项,该侧无此项,值[default=false] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/validation/legacy_hiss_compare,"值[false ×2 (contains(""k"")?x:d,声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:82; lib/infrastructure/pipeline/orchestrator/cpp/src/json_config.cpp:732] @2 处 / 2 个位点（前 4: contains(""k"")?x:d; 声明/赋值 k=）；全量见 side5_位点.log",该侧无此项
legacy_hiss_path,validation,validation.legacy_hiss_path,该侧无此项,该侧无此项,该侧无此项,"值[default=""""] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/validation/legacy_hiss_path",该侧无此项,该侧无此项
legacy_integer_allowed,weight_mode,weight_mode.legacy_integer_allowed,该侧无此项,该侧无此项,该侧无此项,值[const=false] @eng/contracts/schemas/product_family_field_constraints.schema.json#/weight_mode/legacy_integer_allowed,该侧无此项,该侧无此项
legacy_superseded,weight_mode,weight_mode.legacy_superseded,该侧无此项,该侧无此项,该侧无此项,"值[const={""0"": ""support_x_snr2"", ""1"": ""equal"", ""2"": ""pixel_ivar""}] @eng/contracts/schemas/product_family_field_constraints.schema.json#/weight_mode/legacy_superseded",该侧无此项,该侧无此项
legacy_v1.mode,legacy_v1,legacy_v1.mode,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""quick"",""full""]] @eng/contracts/schemas/cpu_profile.schema.json#/legacy_v1/mode",该侧无此项,该侧无此项
lifecycle,blocks,blocks.lifecycle,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""short"",""frame"",""run""]] @eng/contracts/schemas/pipeline_block.schema.json#/blocks/items/lifecycle",该侧无此项,该侧无此项
light_exposure_s,calibration,calibration.light_exposure_s,该侧无此项,该侧无此项,该侧无此项,值[exclusiveMinimum=0] @lib/infrastructure/pipeline/orchestrator/configs/stage1.schema.json#/calibration/light_exposure_s,值[0.0 ×1 (声明/赋值 k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/json_config.h:36] @1 处 / 1 个位点（前 4: 声明/赋值 k=）；全量见 side5_位点.log,该侧无此项
limiting_mag,star_detection,star_detection.limiting_mag,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""由焦距/画幅/曝光派生""] @eng/packaging/config/config_registry.json#plugin_knobs[116] registered_key=star_detection.limiting_mag (doc docs/plugins/algorithms_phase1/03_star_detection.md:67, module 03_star_detection, finding=none) [registered_at=eng/contracts/schemas/phase_config_normalize.schema.json#/$defs/star_detection_config]"
limiting_mag_safety,star_detection,star_detection.limiting_mag_safety,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""3.0"" ｜note默认值断言: 缺省ipv] @eng/packaging/config/config_registry.json#plugin_knobs[117] registered_key=star_detection.limiting_mag_safety (doc docs/plugins/algorithms_phase1/03_star_detection.md:68, module 03_star_detection, finding=none) [registered_at=eng/contracts/schemas/phase_config_normalize.schema.json#/$defs/star_detection_config]"
line,lines,lines.line,该侧无此项,该侧无此项,该侧无此项,"值[enum=[""A"",""B"",""shared"",""report""]] @eng/contracts/schemas/dual_line_file_domain.schema.json#/lines/items/line",该侧无此项,该侧无此项
lod_max_order,lod_max_order,lod_max_order,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=null] @eng/packaging/config/config_registry.json#plugin_knobs[92] field=lod_max_order (doc docs/plugins/infrastructure/23_hips_browser.md:32, module 23_hips_browser, finding=unregistered) [registered_at=-]"
log_dir,log_dir,log_dir,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[nullptr ×3 (具名常量 log_dir,声明/赋值 k=,成员/赋值 dst.k=) @lib/algorithms/platesolve/cpp/ipv/include/ipv_types.h:281; lib/algorithms/platesolve/cpp/ipv/src/ipv_entry.cpp:131 ## ""run/logs/orchestrator"" ×1 (成员/赋值 config_.k=) @lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:573] @4 处 / 4 个位点（前 4: 具名常量 log_dir; 声明/赋值 k=; 成员/赋值 config_.k=; 成员/赋值 dst.k=）；全量见 side5_位点.log","值[declared_default=""<output_dir>/logs""] @eng/packaging/config/config_registry.json#plugin_knobs[84] field=log_dir (doc docs/plugins/infrastructure/21_observability.md:35, module 21_observability, finding=none) [registered_at=docs/plugins/infrastructure/21_observability.md:35]"
log_keep,log_keep,log_keep,该侧无此项,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[declared_default=""all"" ｜note默认值断言: 默认all] @eng/packaging/config/config_registry.json#plugin_knobs[85] field=log_keep (doc docs/plugins/infrastructure/21_observability.md:36, module 21_observability, finding=none) [registered_at=docs/plugins/infrastructure/21_observability.md:36]"
log_level,log_level,log_level,该侧无此项,该侧无此项,该侧无此项,该侧无此项,"值[""INFO"" ×2 (声明/赋值 k=,成员/赋值 config_.k=) @lib/infrastructure/pipeline/orchestrator/cpp/include/orchestrator.h:238; lib/infrastructure/pipeline/orchestrator/cpp/src/orchestrator.cpp:592] @2 处 / 2 个位点（前 4: 声明/赋值 k=; 成员/赋值 config_.k=）；全量见 side5_位点.log","值[declared_default=""info"" ｜note默认值断言: 默认info] @eng/packaging/config/config_registry.json#plugin_knobs[83] field=log_level (doc docs/plugins/infrastructure/21_observability.md:34, module 21_observability, finding=none) [registered_at=docs/plugins/infrastructure/21_observability.md:34]"
