类型,符号或键,位点,现行值,机判档,赋值形态,该行原文
具名,x_ref,lib/algorithms/photometry/cpp/src/spatial_gain.h:105,0.0;1.0,③未见于条文面,声明行未见值（须读初始化处）,"double x_ref = 0.0, y_ref = 0.0, x_scale = 1.0, y_scale = 1.0;"
具名,rank_rtol_eff,lib/algorithms/photometry/cpp/src/spatial_gain.h:119,0.0,③未见于条文面,字面量硬编码·条文面零提及,double rank_rtol_eff = 0.0;
具名,coverage_bbox_frac,lib/algorithms/photometry/cpp/src/spatial_gain.h:124,0.0,③未见于条文面,字面量硬编码·条文面零提及,double coverage_bbox_frac = 0.0;
具名,sigma_global_dex,lib/algorithms/photometry/cpp/src/spatial_gain.h:127,0.0,③未见于条文面,字面量硬编码·条文面零提及,double sigma_global_dex = 0.0;   // 阶段 2 的逐星散度（输入回填，dex）
具名,tukey_scale_dex,lib/algorithms/photometry/cpp/src/spatial_gain.h:128,0.0;0.6745,③未见于条文面,声明行未见值（须读初始化处）,double tukey_scale_dex = 0.0;    // 阶段 3 固定尺度 S（MAD(r−L)/0.6745）
具名,sigma_spatial_dex,lib/algorithms/photometry/cpp/src/spatial_gain.h:129,0.0;0.6745,③未见于条文面,随输入算出（可导出，但须登记导出式）,double sigma_spatial_dex = 0.0;  // 空间拟合后逐星残差 MAD/0.6745
具名,field_ptp_dex,lib/algorithms/photometry/cpp/src/spatial_gain.h:130,0.0,③未见于条文面,字面量硬编码·条文面零提及,double field_ptp_dex = 0.0;      // 拟合场 log10 m 在视场上的峰峰值
具名,field_rms_dex,lib/algorithms/photometry/cpp/src/spatial_gain.h:131,0.0,③未见于条文面,字面量硬编码·条文面零提及,double field_rms_dex = 0.0;      // 拟合场 log10 m 在视场上的 RMS（含规范均值）
具名,noise_floor_dex,lib/algorithms/photometry/cpp/src/spatial_gain.h:135,0.0,③未见于条文面,字面量硬编码·条文面零提及,double noise_floor_dex = 0.0;
具名,noise_floor_max_dex,lib/algorithms/photometry/cpp/src/spatial_gain.h:136,0.0,③未见于条文面,字面量硬编码·条文面零提及,double noise_floor_max_dex = 0.0;
具名,dx,lib/algorithms/photometry/cpp/src/spatial_gain.h:165,1.0,③未见于条文面,字面量硬编码·条文面零提及,"double dx = 1.0, dy = 1.0;"
具名,dx,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:63,.6,③未见于条文面,声明行未见值（须读初始化处）,"std::fprintf(stderr, ""[spec_int] akima: x_src 非严格递增 @%d (dx=%.6g)\n"", i, dx);"
具名,h00,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:118,1.0;2.0;3.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double h00 = (2.0 * s - 3.0) * s * s + 1.0;
具名,h10,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:119,1.0;2.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double h10 = ((s - 2.0) * s + 1.0) * s;
具名,h01,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:120,-2.0;3.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double h01 = (-2.0 * s + 3.0) * s * s;
具名,h11,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:121,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double h11 = (s - 1.0) * s * s;
具名,sum,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:137,0.0,③未见于条文面,字面量硬编码·条文面零提及,double sum = 0.0;
具名,sum,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:156,3.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,sum = sum * h / 3.0;
具名,mag_factor,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:202,-0.4;10.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,"double mag_factor = std::pow(10.0, -0.4 * mag_g);"
具名,s_grid,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:262,0.0,③未见于条文面,字面量硬编码·条文面零提及,"std::vector<double> s_grid = akima_interpolate(sw, sf, grid, 0.0);"
具名,t_grid,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:263,0.0,③未见于条文面,字面量硬编码·条文面零提及,"std::vector<double> t_grid = akima_interpolate(fw, fv, grid, 0.0);"
具名,q_grid,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:266,0.0,③未见于条文面,字面量硬编码·条文面零提及,"q_grid = akima_interpolate(qw, qv, grid, 0.0);"
具名,q,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:272,1.0,③未见于条文面,字面量硬编码·条文面零提及,double q = has_qe ? q_grid[i] : 1.0;
具名,mag_g,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:280,.1f;.3f;.6,③未见于条文面,声明行未见值（须读初始化处）,"LOG_DEBUG(""[spec_int] compute_f_syn: mag_g=%.3f, 范围=[%.1f,%.1f]nm, %d点, QE=%s, F_syn=%.6e"","
具名,q,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:349,1.0,③未见于条文面,字面量硬编码·条文面零提及,double q = has_qe ? cache.qe_trans[i] : 1.0;
具名,mag_factor,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:393,-0.4;10.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,"double mag_factor = std::pow(10.0, -0.4 * mag_g);"
具名,mag_g,lib/algorithms/photometry/cpp/src/spectrum_integrator.cpp:406,.3f;.6,③未见于条文面,声明行未见值（须读初始化处）,"LOG_DEBUG(""[spec_int] compute_f_syn_cached: mag_g=%.3f, %d点, F_syn=%.6e"","
具名,match_distance_median,lib/algorithms/photometry/cpp/src/star_matcher.cpp:63,0.0,③未见于条文面,字面量硬编码·条文面零提及,d->match_distance_median = 0.0; d->match_distance_p90 = 0.0; d->match_distance_max = 0.0;
具名,match_distance_median,lib/algorithms/photometry/cpp/src/star_matcher.cpp:354,0.5,③未见于条文面,字面量硬编码·条文面零提及,"out_diag->match_distance_median = percentileOf(match_distances, 0.5);"
具名,match_distance_p90,lib/algorithms/photometry/cpp/src/star_matcher.cpp:355,0.9,③未见于条文面,字面量硬编码·条文面零提及,"out_diag->match_distance_p90 = percentileOf(match_distances, 0.9);"
具名,mag_inst,lib/algorithms/photometry/cpp/src/star_matcher.cpp:457,-2.5,③未见于条文面,随输入算出（可导出，但须登记导出式）,double mag_inst = -2.5 * std::log10(matches[i].f_instr);
具名,S,lib/algorithms/photometry/cpp/src/star_matcher.cpp:545,0.0,③未见于条文面,字面量硬编码·条文面零提及,double S = (mad > 0.0) ? (mad / _MAD_SCALE) : 0.0;
具名,sum_wr,lib/algorithms/photometry/cpp/src/star_matcher.cpp:557,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double sum_wr = 0.0, sum_w = 0.0;"
具名,w,lib/algorithms/photometry/cpp/src/star_matcher.cpp:564,0.0,③未见于条文面,字面量硬编码·条文面零提及,w = 0.0;
具名,tmp,lib/algorithms/photometry/cpp/src/star_matcher.cpp:566,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double tmp = 1.0 - u * u;
具名,cS,lib/algorithms/photometry/cpp/src/star_matcher.cpp:597,0.0;1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double cS = (S > 0.0) ? (_TUKEY_C * S) : 1.0;
具名,u,lib/algorithms/photometry/cpp/src/star_matcher.cpp:601,0.0,③未见于条文面,字面量硬编码·条文面零提及,double u = (S > 0.0) ? (r - location) / cS : 0.0;
具名,S,lib/algorithms/photometry/cpp/src/star_matcher.cpp:635,.6f,③未见于条文面,形态不明·需人工读用途,"LOG_INFO(""  - MAD(r) = %.6f, S = %.6f, sigma_residual = %.6f"", mad, S, sigma_residual);"
具名,dex,lib/algorithms/photometry/cpp/src/star_matcher.cpp:639,.3f;.6f,③未见于条文面,形态不明·需人工读用途,"LOG_INFO(""  - r_inliers 范围: [%.6f, %.6f] (spread %.6f dex = %.3f mag)"","
具名,r_p90,lib/algorithms/photometry/cpp/src/star_matcher.cpp:657,0.9,③未见于条文面,字面量硬编码·条文面零提及,"out_diag->r_p90 = percentileOf(r_inliers, 0.9);"
具名,D2R,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:18,180.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,static constexpr double D2R = M_PI / 180.0;  // 度 -> 弧度
具名,det,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:55,.3,③未见于条文面,形态不明·需人工读用途,"std::fprintf(stderr, ""[wcs_transform] 警告: CD矩阵行列式接近0 (det=%.3e)\n"", m_cdDet);"
具名,CD,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:82,.3,③未见于条文面,形态不明·需人工读用途,"""CD=[%.3e,%.3e;%.3e,%.3e], det=%.3e, sip_order=%d\n"","
具名,sin_dec,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:130,1.0,③未见于条文面,字面量硬编码·条文面零提及,if (sin_dec >  1.0) sin_dec =  1.0;
具名,sin_dec,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:131,-1.0,③未见于条文面,字面量硬编码·条文面零提及,if (sin_dec < -1.0) sin_dec = -1.0;
具名,dx,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:190,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double dx = x - (m_crpix1 - 1.0);
具名,dy,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:191,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double dy = y - (m_crpix2 - 1.0);
具名,x,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:257,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,x = dx + (m_crpix1 - 1.0);
具名,y,lib/algorithms/photometry/cpp/src/wcs_transform.cpp:258,1.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,y = dy + (m_crpix2 - 1.0);
具名,mag_g,lib/algorithms/photometry/cpp/test/gate4_dr3sp_gaiaxpy/fsyn_export.cpp:66,0.0,③未见于条文面,随输入算出（可导出，但须登记导出式）,double mag_g = xpsd_mode ? 0.0 : std::atof(argv[3 + arg_off]);
具名,ra,lib/algorithms/photometry/cpp/test/test_p0_sip_order_guard.cpp:104,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double ra = 0.0, dec = 0.0;"
具名,ra,lib/algorithms/photometry/cpp/test/test_p0_sip_order_guard.cpp:121,-1.0;0.0,③未见于条文面,声明行未见值（须读初始化处）,"double ra = 0.0, dec = 0.0, x = -1.0, y = -1.0;"
具名,b_max,lib/algorithms/photometry/cpp/test/test_spectrum_integrator.cpp:78,0.0,③未见于条文面,字面量硬编码·条文面零提及,double b_max = 0.0;
具名,T,lib/algorithms/photometry/cpp/test/test_spectrum_integrator.cpp:212,.0f,③未见于条文面,形态不明·需人工读用途,"std::fprintf(stderr, ""[ERROR] T=%.0fK 光谱波长数 %zu != %d\n"","
具名,p05,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:105,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double p05 = 0.0, p50 = 0.0, p95 = 0.0;"
具名,valid_area_fraction,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:106,1.0,③未见于条文面,字面量硬编码·条文面零提及,double valid_area_fraction = 1.0;
具名,spatial_spread_rel,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:107,0.0,③未见于条文面,字面量硬编码·条文面零提及,double spatial_spread_rel = 0.0;  /* (p95-p05)/p50 */
具名,linear_trend_max_rel,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:108,0.0,③未见于条文面,字面量硬编码·条文面零提及,double linear_trend_max_rel = 0.0;/* max |线性拟合值| / p50 */
具名,background_robust_mean,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:119,0.0,③未见于条文面,字面量硬编码·条文面零提及,double background_robust_mean = 0.0;       /* bbar_k */
具名,s,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:133,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double s = 0.0, conc = 0.0, n = 0.0, b = 0.0;"
具名,S_k,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:137,1.482602218505602,③未见于条文面,随输入算出（可导出，但须登记导出式）,/* S_k = Sum fhat; Conc_k = mean(fhat)/A_NEA; N_k = 1.482602218505602*MAD(fhat);
具名,s,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:155,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double s = 0.0, conc = 0.0, n = 0.0, b = 0.0;"
具名,median_wt,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:164,0.0,③未见于条文面,字面量硬编码·条文面零提及,double median_wt = 0.0;
具名,median_w_psfsw,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:165,0.0,③未见于条文面,字面量硬编码·条文面零提及,double median_w_psfsw = 0.0;
具名,detection_threshold_sigma,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:207,0.0,③未见于条文面,字面量硬编码·条文面零提及,double detection_threshold_sigma = 0.0;
具名,matching_radius_arcsec,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:208,0.0,③未见于条文面,字面量硬编码·条文面零提及,double matching_radius_arcsec = 0.0;
具名,mag_limit,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:238,0.0,③未见于条文面,字面量硬编码·条文面零提及,double mag_limit = 0.0;
具名,span_mag,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:248,0.0,③未见于条文面,字面量硬编码·条文面零提及,double span_mag = 0.0;
具名,max_rel_dev,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:249,0.0,③未见于条文面,字面量硬编码·条文面零提及,double max_rel_dev = 0.0;
具名,max_abs_rho,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:250,0.0,③未见于条文面,字面量硬编码·条文面零提及,double max_abs_rho = 0.0;
具名,W_,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:255,0.05,③未见于条文面,字面量硬编码·条文面零提及,"* max_t |W_{k,t} - median_t(W_{k,t})| / median_t(W_{k,t}) <= 0.05;"
具名,W_,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:256,0.8,③未见于条文面,形态不明·需人工读用途,"* |Spearman(scan index, W_{k,t})| <= 0.8。 */"
具名,depth_max_rel_dev,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:359,0.0,③未见于条文面,字面量硬编码·条文面零提及,double depth_max_rel_dev = 0.0;
具名,depth_max_abs_rho,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:360,0.0,③未见于条文面,字面量硬编码·条文面零提及,double depth_max_abs_rho = 0.0;
具名,power_loss,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:382,0.0,③未见于条文面,字面量硬编码·条文面零提及,double power_loss = 0.0;
具名,flux_bias,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:383,0.0,③未见于条文面,字面量硬编码·条文面零提及,double flux_bias = 0.0;
具名,baseline_confidence,lib/algorithms/photometry/include/astrocs/v6/psfsw.h:393,0.0,③未见于条文面,字面量硬编码·条文面零提及,double baseline_confidence = 0.0;
具名,sky_sigma,lib/algorithms/photometry/wrapper_phase1/photometer.cpp:92,1.482602218505602,③未见于条文面,随输入算出（可导出，但须登记导出式）,sky_sigma = 1.482602218505602 * dev[dev.size() / 2];
具名,snr,lib/algorithms/photometry/wrapper_phase1/photometer.cpp:95,0.0,③未见于条文面,字面量硬编码·条文面零提及,r.snr = r.flux_error > 0 ? r.flux / r.flux_error : 0.0;
具名,snr,lib/algorithms/photometry/wrapper_phase1/photometer.h:18,0.0,③未见于条文面,字面量硬编码·条文面零提及,double snr = 0.0;
具名,aperture_radius_px,lib/algorithms/photometry/wrapper_phase1/photometer.h:26,4.0,③未见于条文面,字面量硬编码·条文面零提及,"explicit Photometer(double aperture_radius_px = 4.0,"
具名,sky_annulus_inner,lib/algorithms/photometry/wrapper_phase1/photometer.h:27,6.0,③未见于条文面,字面量硬编码·条文面零提及,"double sky_annulus_inner = 6.0,"
具名,sky_annulus_outer,lib/algorithms/photometry/wrapper_phase1/photometer.h:28,10.0,③未见于条文面,字面量硬编码·条文面零提及,double sky_annulus_outer = 10.0);
具名,k1,lib/algorithms/platesolve/cpp/ipv/include/ipv_distortion.h:27,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double k1 = 0.0;           // 主导项 (负=桶形, 正=枕形)"
具名,k2,lib/algorithms/platesolve/cpp/ipv/include/ipv_distortion.h:28,0.0,③未见于条文面,字面量硬编码·条文面零提及,double k2 = 0.0;           // 高阶修正
具名,fit_rms_px,lib/algorithms/platesolve/cpp/ipv/include/ipv_distortion.h:29,0.0,③未见于条文面,字面量硬编码·条文面零提及,double fit_rms_px = 0.0;   // 拟合残差 RMS (像素)
具名,r_squared,lib/algorithms/platesolve/cpp/ipv/include/ipv_distortion.h:30,0.0,③未见于条文面,字面量硬编码·条文面零提及,double r_squared = 0.0;    // 模型可解释度
具名,sig,lib/algorithms/platesolve/cpp/ipv/include/ipv_itertrans.h:60,68.3,③未见于条文面,声明行未见值（须读初始化处）,"double sig = 0;         // 残差标准差 (角秒, 68.3% 百分位)"
具名,tx,lib/algorithms/platesolve/cpp/ipv/include/ipv_itertrans.h:124,0.0,③未见于条文面,字面量硬编码·条文面零提及,"double tx = 0.0, ty = 0.0;"
具名,d_min,lib/algorithms/platesolve/cpp/ipv/include/ipv_kvector.h:34,0.0,③未见于条文面,字面量硬编码·条文面零提及,double d_min = 0.0;                     // 最小距离
具名,d_max,lib/algorithms/platesolve/cpp/ipv/include/ipv_kvector.h:35,0.0,③未见于条文面,字面量硬编码·条文面零提及,double d_max = 0.0;                     // 最大距离
具名,tukey_c,lib/algorithms/platesolve/cpp/ipv/include/ipv_robust_refine.h:49,4.685,③未见于条文面,字面量硬编码·条文面零提及,double tukey_c             = 4.685; // Tukey biweight 常数
具名,converge_rms_rel,lib/algorithms/platesolve/cpp/ipv/include/ipv_robust_refine.h:51,0.001;0.1,③未见于条文面,声明行未见值（须读初始化处）,double converge_rms_rel    = 0.001; // RMS 相对变化收敛阈值 (0.1%)
具名,cd_free_threshold,lib/algorithms/platesolve/cpp/ipv/include/ipv_robust_refine.h:54,0.01,③未见于条文面,字面量硬编码·条文面零提及,double cd_free_threshold   = 0.01; // < 1% 无阻尼
