ID,原判据摘要,判定,证据,归属任务,根因,方案,验收门,依据,备注
M7-G-103,常数『值×因次×适用域×推导源』四元表无载体（docs/standards/SCIENTIFIC_CONSTANTS.md 不存在），四写法并存,FIXED,"timeout 30 ls docs/standards/SCIENTIFIC_CONSTANTS.md -> rc=2：没有那个文件或目录（该路径仍未建）；timeout 30 sed -n 94p;139p docs/science/NOISE_MODEL.md -> rc=0：:94「- FP64 全链路；MAD 常数**唯一权威写法** `1.482602218505602`（= 1/Φ⁻¹(3/4) 的 double 字面量…）」；:139「2. MAD→σ 换算 `1.482602218505602 = 1/Φ⁻¹(3/4)`：标准正态 MAD 分位恒等式（`Φ⁻¹(3/4) = 0.6744897501960817`…）…SCI-PHOT 侧的 4 位写法 `0.6745` 与全精度值相对差 **+1.5196e-05**…不得与本节冻结值互换」；timeout 30 sed -n 50,70p tools/docs_machine_consistency.py -> rc=0：CONST_FAMILIES 含 full/truncated 正则 + authority + decisions",DOC-001,-,-,-,修复证据（本轮实跑：值/因次/适用域/推导源四元已在 docs/science/NOISE_MODEL.md §2/§5/§14 单点冻结，并由 tools/docs_machine_consistency.py 的 CONST_FAMILIES 提供可机器判违规的定义点，替代原判据要求的独立常数表）,残留：该检查器未登记进 ci/checks.json（AT3 grep=0），登记缺口属 CI 域（同 M6b-G-003）
M7-G-105,注册表以工程上界冒充 Górski 条款并记 CONFORMANT；SIP 桥注释错引 FITS paper IV,OPEN,"timeout 30 sed -n 128,152p docs/standards/STANDARDS_REGISTRY.md -> rc=0：healpix 域行「| §5.2/§5.3（order 上限与溢出收口） | order ≤ 29 且越界输入显式拒绝 | CONFORMANT | … | 无（checked 收口，禁静默溢出） |」；timeout 30 sed -n 59,66p lib/algorithms/shared/healpix/healpix_core.h -> rc=0：require_valid_nside 只查「nside==0 或 (nside&(nside-1))!=0」两项，无任何 order/nside 上界；grep -rn 'order > 29|kMaxOrder|1<<29' lib/algorithms/shared/healpix -> rc=1 零命中；grep -n 'paper IV' lib/infrastructure/scheduler/src/module_adapters.cpp -> rc=0：:1903「// SIP 前向修正 (FITS paper IV §2.1: U = dx + A(dx,dy), V = dy + B(dx,dy))」",DOC-001,条款列把项目工程上界写成 Górski §5.2/§5.3 的要求，且实现并无该上界检查，「checked 收口」为假 CONFORMANT,要么删该行的「order ≤ 29」要求并如实标 PROJECT_DEFINED，要么在 require_valid_nside 补上界（代码域另立任务）；SIP 注释改挂 SIP 原始文献或删条款号,check_standards_registry.py 对该行做负向注入时能红，且 require_valid_nside 与条款文字一致,ENGINEERING_SPEC §8「注册表一致、检查器能红能绿」,行号漂移：台账 :136 现落到 :146（healpix 偏差表前一行）
M7-I-101,8 处 ALG 复杂度/内存节与自身伪代码/数据结构不相容（需逐式重推上界并与 benchmark 选点比对）,UNVERIFIABLE,"timeout 30 sed -n 58p docs/algorithms/UPM_SOLVER.md -> rc=0：「## 6 复杂度」；timeout 30 grep -c -e 复杂度 -e 内存 docs/algorithms/{UPM_SOLVER,PHASE2_UPM_IMPL,CALIBRATION_ALGORITHMS,COSMETIC_ALGORITHMS,PHASE2_COVERAGE,DRIZZLE_GEOMETRY,NOISE_ESTIMATION,PLATESOLVE}.md -> rc=0：2/2/3/10/4/2/3/2（8 处节锚全部在位）；timeout 30 grep -n 'DISP-COS-008|无上限防护' docs/algorithms/COSMETIC_ALGORITHMS.md -> rc=0：:82/:285 仍登记『无上限防护』",DOC-001,-,-,-,缺什么：本分片无可执行的『复杂度重推口径』（需按各节伪代码逐式推上界）与对应 benchmark 选点数据（benchmark profile 在当前树未生成、CPU profile 由 benchmark 决定，见 ASTROCS_DESIGN §8）；台账原判即为 UNVERIFIABLE，本轮只复核 8 处节锚在位，未做强判,台账备注：原 finding 只给 path::节 符号锚、未给逐字引文，本轮无法在不重推的情况下判定『不相容』
M7-I-201,SCIENCE_SCOPE 的 FP64 默认与 CALIBRATION 的 FP32 核心在同一入口级精度口径上互斥,OPEN,timeout 30 sed -n 53p docs/science/SCIENCE_SCOPE.md -> rc=0：「默认 FP64 科学计算；FP32 仅显式等价路径（SparseEqualsDense 1e-12 门）。」；timeout 30 sed -n 82p docs/science/CALIBRATION.md -> rc=0：「- 母版算术与校准核心为 FP32（`float`）；FP64 双精度 ABI `*_f64` 在像素级算术路径使用 `double` 不降级…」；:77 仍有『FP32 饱和语义界定』,DOC-001,两份 SCI 页对入口级精度给出互斥默认；且 SCOPE 举例的 1e-12 门是 UPM 专属门，不适用于 CAL 等价路径,由 SCI 层收敛：SCOPE 改为『按域声明默认精度』并回指各域页；CAL 页显式声明其为默认 FP32 的例外域,两份 SCI 页对 calibration 域的默认精度陈述一致（或 SCOPE 不再作全局默认断言）,ASTROCS_DESIGN §11.1（科学不变量验证）+ 权威链（docs/science 为公式权威，冲突须由 SCI 层收敛）,台账三点证据本轮逐字复现
M7-I-205,唯一词典与 SCI 页内同一符号 K 至少三义（order K / calibration_units K / 暗场缩放因子 K）,OPEN,"timeout 30 grep -n 'electron|order K|calibration_units|entrypoint|variance|ivar' docs/GLOSSARY.md -> rc=0：:21「| healpix_ordering | NESTED 是唯一允许 ordering(ring 未迁移);order K,nside=2^K… |」；:25「| calibration_units | t_expo:s;K:无量纲;flat_norm:无量纲… |」；timeout 30 sed -n 17,21p docs/science/CALIBRATION.md -> rc=0：「| `K` | 暗场缩放因子 `K=t_light/t_dark` | `calibrate: k_init` |」；全文无独立 K 词条",DOC-001,词典自述『每个核心术语恰一个含义』，却在同表内用 K 表达 healpix order 与 calibration_units 两义，SCI 页再给第三义，无消歧词条,为 K 增加消歧词条或改用非冲突记号（如 healpix order 写 O、暗场缩放写 k_dark）并同步 SCI/ALG,词典内 K 的每处出现都能由唯一词条判定其义,旧宪章 §4.1 由 docs/GLOSSARY.md 自述条款 + ENGINEERING_SPEC §8 承接,electron 许可域仍只在 GLOSSARY:9 一行标注（本轮同见）
M8-C-003,plate_solve README 称选星为『静态调度』，实现为 schedule(dynamic),OPEN,"timeout 30 grep -n 静态调度 lib/algorithms/platesolve/README.md -> rc=0：:156「投票/选星（整数归并+静态调度，输出 bitwise 与线程数无关，」；timeout 30 grep -n 'schedule(dynamic' lib/algorithms/platesolve/cpp/ipv/src/ipv_triangle.cpp -> rc=0：:203「#pragma omp for schedule(dynamic)」、:310「#pragma omp for schedule(dynamic, 64)」",DOC-001,文档对调度策略的事实性陈述与实现相反（且确定性论证建立在错误的调度描述上）,README 改为 schedule(dynamic) 并重述确定性依据（整数归并可交换）,README 内的调度描述与源码 pragma 一致,ASTROCS_DESIGN §8（资源/线程口径）+ ENGINEERING_SPEC §8,台账路径锚漂移（lib/plate_solve/src → lib/algorithms/platesolve/cpp/ipv/src），本轮按现树取据
M8a-C-004,healpix_db README 把生产真源定性为外部 GitHub 仓的本地副本并被 .gitignore 忽略（实测 0 命中），根 CMake 直接编译该目录,OPEN,timeout 30 grep -n '独立仓库本地副本' lib/infrastructure/aio/healpix_db/README.md -> rc=0：:18「| `healpix_stack/` | 稀疏 HEALPix 堆栈存储（独立仓库本地副本，.gitignore 忽略） | C++ | 活跃（独立仓库） |」、:19 healpix_drizzle 同；timeout 30 grep -c -i healpix .gitignore -> rc=1：0；timeout 30 grep -n 'add_library(astrocs_drizzle STATIC' CMakeLists.txt -> rc=0：:434,DOC-001,README 的治理定性（外部副本/被忽略）与构建事实（仓内编译为 astrocs_drizzle 并交付）相反,README 改为『仓内生产树，随 astrocs_drizzle 构建并交付』；活跃性表按现树重写,README 内不再出现『本地副本/.gitignore 忽略』定性；活跃清单与 CMake 目标一致,ASTROCS_DESIGN §7.1（源码唯一家 lib/）+ ENGINEERING_SPEC §6/§7,台账引根 CMake :408，本轮 :434
M8a-E-002,browser README 三份『设计文档』指向 docs/superpowers/**，该前缀在 docs 下 0 命中,OPEN,"timeout 30 grep -n superpowers lib/infrastructure/hips_browser/healpix_browser_qt/README.md -> rc=0：:127「- 核心算法：`docs/superpowers/specs/2026-07-13-cpp-qt-browser-core-design.md`」、:128 UI、:129 实现计划；timeout 30 python3 -c ""import glob;print('superpowers_paths_in_docs=',len(glob.glob('docs/**/superpowers*',recursive=True)))"" -> rc=0：0",DOC-001,README 引用从未入库（或已删除）的规划文档路径，悬空引用,三处改指现行文档或删除该『设计文档』小节并登记,grep 路径全部存在,ENGINEERING_SPEC §4（每模块必备 README 与合同引用）+§8,台账记 :127-129，本轮同
M8a-E-003,DISP-PSF-007 在四处使用面出现但登记表仍只到 006，无『不予登记/已关闭』声明,OPEN,timeout 30 grep -rn DISP-PSF-007 docs lib HANDOVER.md -> rc=0：docs/archive/HANDOVER.md:42（归档页）、lib/algorithms/psf/module.yaml:136「…即 DISP-PSF-007 候选）」、lib/algorithms/psf/tests/p1psf/p1psf_tests_core.cpp:717、lib/algorithms/psf/README.md:4「（DISP-PSF-007 候选收口）」；timeout 30 grep -n 'DISP-PSF-00' docs/algorithms/STAR_PSF_ALGORITHMS.md -> rc=0：:178「### 11.3 DISP-PSF-001..006（登记不改码…）」表内仅 001..006,DOC-001,偏差号在实现/测试/README 侧被使用，但 L2 登记表未收口也无关闭声明，ABI 边界整改历史不可回溯,在 STAR_PSF_ALGORITHMS.md §11.3 补 DISP-PSF-007 行（或显式声明不登记并给理由）,grep DISP-PSF-007 的每个使用面都能在登记表解析到其状态,ASTROCS_DESIGN §12（追踪无断链、未验收须明确报告）+ ENGINEERING_SPEC §8,台账记 docs 侧 0 命中，本轮 docs/archive/HANDOVER.md 有 1 处（归档面，非活动）
M8a-G-008,README-DOCS 改写 L2 定义并把仓库外 Wiki 置于最高权威之前（与 §0 冲突）,FIXED,"timeout 30 sed -n 6,20p docs/README-DOCS.md -> rc=0：:6「权威链（`ASTROCS_DESIGN.md` §0，唯一）：`ASTROCS_DESIGN.md` → `AGENTS.md` → `ENGINEERING_SPEC.md` → `CONTROL_PACK_SPEC.md` → `docs/ci/` → `docs/plugins/`（23 篇）…与其他文档冲突时以 ASTROCS_DESIGN.md 为准。」；:17「L2 算法规范 docs/algorithms/*.md（输入/输出/前后置/不变量/伪代码/复杂度/oracle；权威）」；timeout 30 grep -c -i wiki docs/README-DOCS.md -> rc=1：0",DOC-001,-,-,-,修复证据（本轮实跑：权威链与 §0 逐级一致、Wiki 0 命中、L2 = docs/algorithms/*.md 与 ASTROCS_DESIGN §0 的『算法推导权威』一致）,台账原判 OPEN；判据对象（Wiki 居首 + L2 被改写）在当前树已不存在
M8a-I-002,5 份模块 README 缺负责人 8 要素中的 4 项，且仍以 INDEX.yaml 内不存在的 ID 携带合同句,OPEN,timeout 30 wc -l lib/algorithms/platesolve/wrapper_phase1/README.md lib/algorithms/noise_snr/wrapper_phase1/README.md lib/algorithms/photometry/wrapper_phase1/README.md lib/algorithms/star_detection/wrapper_phase1/README.md lib/phase3_session/README.md -> rc=0：10 / 73 / 11 / 33 / 15；timeout 30 sed -n 3p lib/algorithms/platesolve/wrapper_phase1/README.md -> rc=0：「- 合同: `P1-004` / SCI-WCS-001 (docs/contracts/INDEX.yaml)」；timeout 30 grep -c P1-004 docs/contracts/INDEX.yaml -> rc=1：0,DOC-001,最薄样本仍缺定位/构建 target/偏差登记/状态词四要素，并以 INDEX.yaml 内不存在的 ID 冒充合同引用,四要素补进 5 份 README；合同句改用 INDEX.yaml 已定义的 ID,5 份 README 含四要素且引用的合同 ID 可在 INDEX.yaml 解析,ENGINEERING_SPEC §7（模块文档与代码共址）+§5；docs/contracts/INDEX.yaml 为合同 ID 注册面,台账记行数 10/73/11/33/15（noise 与 stars 已增长），本轮复核同
M8a-I-004,healpix_core.cpp:6 出处 URL 损坏；THIRD_PARTY_NOTICE 未收录上游 copyright 原文,OPEN,timeout 30 grep -n 'https:// github' lib/algorithms/shared/healpix/healpix_core.cpp -> rc=0：:6「// https:// github.com/astrometry/astrometry.net healpix.c 文件头许可)」（协议与主机名间含空格）；timeout 30 grep -c -i copyright lib/algorithms/shared/healpix/THIRD_PARTY_NOTICE.md -> rc=1：0（全文无上游 copyright 行原文）,DOC-001,BSD-3 条款 1 要求的 copyright notice 保留形式缺失；出处 URL 不可寻址,修 URL；在 NOTICE 粘贴上游 copyright/许可原文并指到具体文件,grep -i copyright 至少 1 命中且 URL 可解析,BSD-3-Clause 条款 1 + ASTROCS_DESIGN 附录 B + ENGINEERING_SPEC §8,台账两点均逐字复现
M8a-I-005,lib/ 内 28 处引用只存在于控制包解压区的 V7 编号标准，条款原文仓内不可核,OPEN,timeout 30 grep -rn 11_MODULE_SOURCE_TEST_STANDARD lib/ -> rc=0：28 处命中；timeout 30 for n in 11_MODULE_SOURCE_TEST_STANDARD.md 15_CPU_PROVIDER_AND_RESOURCE_STANDARD.md 03_TARGET_PRODUCT_AND_ARCHITECTURE.md 10_LINUX_CONTROL_NODE.md 14_RUNTIME_SCHEDULER_AND_TRACE_STANDARD.md; do find . -name $n -not -path './run/*'; done -> rc=0：五个编号标准全仓 0 命中；ls -1 docs/standards/*.md | wc -l -> rc=0：14（均为命名制）,DOC-001,L2 层与 21 份 module.yaml 以仓内不可核的编号标准为字段依据,把这些字段依据改挂现行 docs/standards/<NAME>_STANDARD.md，或把编号标准正式入库,lib/ 内不再出现仓内不可解析的标准编号引用,ENGINEERING_SPEC §8（引用有效条款）+§7（模块字段规范面）,台账记 25 处命中，本轮 28（并发线增量）
M8a-I-006,GLOSSARY 无 entrypoint 词条，唯一机器合同用另一键名 entrypoint_abi，module.yaml 该键值域四分,OPEN,"timeout 30 grep -c entrypoint docs/GLOSSARY.md -> rc=1：0；timeout 30 python3 -c ""import json;d=json.load(open('contracts/config/module_dll_contract.schema.json'));print('required has entrypoint_abi:', 'entrypoint_abi' in d['required'], d['properties']['entrypoint_abi'], 'entrypoint key:', 'entrypoint' in d['properties'])"" -> rc=0：True {'const': 'astrocs_module_query_v1'} entrypoint key: False；timeout 30 grep -h '^entrypoint:' lib/*/module.yaml lib/*/*/module.yaml -> rc=0：MISSING 15 / astrocs_module_query_v1 3 / p1_session_run 1 / astrocs::cli::cmd::run 1；grep -c 'entrypoint=MISSING' docs/contracts/PUBLIC_API.md -> rc=0：5",DOC-001,同一键名在两义间混用（descriptor 未接线 vs ABI 符号名），仓内无值域定义、机器合同用另一键名,在 GLOSSARY 立 entrypoint 词条并给值域；或把 module.yaml 键改名 entrypoint_abi 与 schema 对齐，PUBLIC_API 的 entrypoint=MISSING 改述为未接线状态,module.yaml 的 entrypoint 值全部落在 schema/词典声明的值域内，且自动比对可判真假,ENGINEERING_SPEC §7（模块字段规范面）+§8；ASTROCS_DESIGN §0（术语唯一性）,台账记 entrypoint: MISSING 16 份，本轮 15 份（并发线有改动）
M9-E-1,注册表 §6.3.1 行判 CONFORMANT 而 hips_pixel_scale 单位违规无偏差号；HIPS_WRITER.md 以角秒写规范,OPEN,timeout 30 grep -n '6.3.1|hips_pixel_scale' docs/standards/STANDARDS_REGISTRY.md -> rc=0：:107「| §6.3.1（客户端绘制所需的初始视场/像素尺度元数据） | 提供 `hips_pixel_scale`/`hips_initial_fov` 等客户端键 | CONFORMANT | … | DISP-HIPS-012（FIRSTPIX/LASTPIX 声明性头卡无消费方） |」；timeout 30 grep -rn DISP-HIPS-013 . -> rc=0：仅命中 问题扫描/** 档案，仓内活动面 0 命中；grep -n hips_pixel_scale docs/algorithms/HIPS_WRITER.md -> rc=0：:212「/ hips_hierarchy / **hips_pixel_scale = 3600·180/π·√(π/3)/nside arcsec」；grep -n hips_pixel_scale lib/infrastructure/aio/src/hips/aio_hips_writer.cpp -> rc=0：:1074 同一角秒式 snprintf，:1113 写入键,DOC-001,注册表该行判 CONFORMANT 而偏差列挂的是另一件事（DISP-HIPS-012 FIRSTPIX/LASTPIX），单位口径违规从未获得偏差号；实现与文档同写角秒,新开 DISP-HIPS-013（hips_pixel_scale 单位：实现供角秒、IVOA HiPS 要度）并回挂该行；该行判据文字补单位条件,注册表 §6.3.1 行状态降 PARTIAL 且 DISP-HIPS-013 可 grep 到；check_standards_registry.py 能对「状态值与偏差列不覆盖本条款已知违规」变红,ENGINEERING_SPEC §8（注册表一致、检查器能红能绿）,单位=度的标准原文由包内 M2b-B-03 取回承担，本轮未自取 PDF
SA-N-01,问题扫描/_verify/SA_anchor_repair.json 的 1008 类/3135 次悬空锚未回写（旧裁决 E4/C-18）,OPEN,"timeout 30 python3 -c ""import json;d=json.load(open('问题扫描/_verify/SA_anchor_repair.json',encoding='utf-8'));sp=d['species'];print('species',len(sp),'occ',sum(x['n_occ'] for x in sp))"" -> rc=0：species 1008 occ 3135（与台账逐一一致，未见回写后变化）；timeout 30 python3 -c ""import json;d=json.load(open('问题扫描/_verify/SA_anchor_repair.json',encoding='utf-8'));print({k:sum(x['n_occ'] for x in d['species'] if x['cat']==k) for k in ['A1','A5','C1-产物','C1-外链']})"" -> rc=0：A1 2278 / A5 272 / C1-产物 75 / C1-外链 18",DOC-001,批量回写序列（auto_safe/needs_human/reword/复跑断言）未执行，tracked 档案内锚仍不可解析,按 repair.json 的 action 字段分批回写，或由负责人作历史豁免并登记豁免出处,复跑 repair 脚本的断言：悬空锚计数=0，或存在带出处的历史豁免声明,ENGINEERING_SPEC §8（删除/重命名无悬空引用）；docs/ci/01_CHECKS.md §2 CHK-DANGLING,台账称语料=问题扫描/findings/** 约 296 份；本轮只复核 repair.json 计数未重算语料份数
SA-N-02,虚构符号 build_fits_wcs_from_solution / write_tile_core 仍被 tracked 档案当『实际位置』引用,OPEN,timeout 30 grep -rn build_fits_wcs_from_solution lib cli tests -> rc=1：HEAD 代码面 0 命中；timeout 30 grep -c write_tile_core 问题扫描/_merge/ANCHOR_VERIFY_REPORT.md -> rc=0：2（虚构符号仍留在 tracked 档案宿主）,DOC-001,虚构符号未被清除，历史档案仍以它为凭据，后续读者会据此找不到实现,在档案内把这批符号改述为『零命中+检索口径』，或加档案级豁免声明,grep 虚构符号在 tracked 档案内的命中全部处于『零命中说明』上下文,ASTROCS_DESIGN §12（宣称的证据须可复核，不得以不存在符号充当凭据）；ENGINEERING_SPEC §8,台账记旧口径 4 处宿主今为 2 处，本轮复核为 2
SA-N-03,自指/影子树/gitignored 三类锚（A5 272 / B1 34 / B2 26）未换真宿主,OPEN,"timeout 30 python3 -c ""import json;d=json.load(open('问题扫描/_verify/SA_anchor_repair.json',encoding='utf-8'));print({k:sum(x['n_occ'] for x in d['species'] if x['cat']==k) for k in ['A5','B1','B2']})"" -> rc=0：{'A5': 272, 'B1': 34, 'B2': 26}（与台账逐字一致）；timeout 30 git ls-files lib/snr_estimator/src/ -> rc=0：空（该示例路径已随 ARCH-001 迁移消失，影子实例已转正或不适用）",DOC-001,自指档案与 run/ 区锚仍留在 tracked 档案内，未换真宿主,按 proposed_host 批量回写或作历史豁免；转正类实例从清单移除,回写后 A5/B1/B2 计数为 0 或附豁免声明,ENGINEERING_SPEC §8（clean checkout 可解析）；AGENTS.md §5（run/ 不作登记宿主）,台账称部分实例已自然消解（module_entry 转正、根级 csv 清运），本轮复核 git ls-files lib/snr_estimator/ 为空
