来源成稿,行,条目,短标题,被点名对象,全部对象,对象数,定级,置信,原文
AUD-101-DA01-根规范与科学.md,395,,| 开头元信息块 | **有**：L5 `> ID: SCI-NOISE-001  范围: SCI-NOISE-001.,lib/algorithms/noise_snr/cpp/src/noise_model.cpp,lib/algorithms/noise_snr/cpp/src/noise_model.cpp,1,,,| 开头元信息块 | **有**：L5 `> ID: SCI-NOISE-001  范围: SCI-NOISE-001..015  状态: FROZEN（冻结定义）  上游: SCI-SCOPE-001  下游 ALG: ALG-NOISE-001..  模块: snr_estimator (NoiseWeightModelV1)`。→ 标准 01 §4 违（ID + 状态编号）；「模块: snr_estimator」**与 §13 实现路径不一致**（§13 写 `lib/algorithms/noise_snr/cpp/src/noise_model.cpp`，无 `snr_estimator` 模块） |
AUD-101-DA01-根规范与科学.md,396,,| 日期/编号/sha/历史叙事 | 日期 0；sha 2 行（L375/L378 命中的是 DOI 数字串，误报）；任,reports/PROJECT-GOVERNANCE-01/research/MASK-001_…,reports/PROJECT-GOVERNANCE-01/research/MASK-001_… docs/TRACEABILITY.csv,2,,,| 日期/编号/sha/历史叙事 | 日期 0；sha 2 行（L375/L378 命中的是 DOI 数字串，误报）；任务/编号 10 行：L86/L100 的 `SCI-B D2 订正`、L108 `reports/PROJECT-GOVERNANCE-01/research/MASK-001_…`、L368 `DISP-NOISE-010`、L52 `SAT-001`、L366 `V12-N-03`、L324 `EXP-205`、L274/L286 `MASK-002`、L361「新增/映射见 `docs/TRACEABILITY.csv`」；历史叙事 5 行：**L100「⚠ 单位（**SCI-B D2 订正**）」、L324「（**SCI-B 定案**，防双计）」、L366「（V12-N-03，）」、L343「E12 实测**漏项时判 +49.9%（假红）**」、L308 实测缺陷
AUD-101-DA01-根规范与科学.md,397,,| 悬空引用 | 扫描 25 条 / 报缺 9：① **L108「来源 `reports/PROJECT-GOVERNA,reports/PROJECT-GOVERNANCE-01/research/MASK-001_掩膜语义重新推导.md,reports/PROJECT-GOVERNANCE-01/research/MASK-001_掩膜语义重新推导.md reports/v19r2/file_audit_inventory.csv reports/v19r2/source_manifest.csv reports/v19r2/quality/shipping_units.csv reports/PROJECT-GOVERNANCE-01/ reports/PROJECT-GOVERNANCE-01 artifacts/evidence/governance-01/research/MASK-001_掩膜语义重新推导.md en,10,,,"| 悬空引用 | 扫描 25 条 / 报缺 9：① **L108「来源 `reports/PROJECT-GOVERNANCE-01/research/MASK-001_掩膜语义重新推导.md` §3.3/§3.4/§5.3」——该路径不存在**。`git ls-files reports` → **仅 3 个文件**（`reports/v19r2/file_audit_inventory.csv`、`reports/v19r2/source_manifest.csv`、`reports/v19r2/quality/shipping_units.csv`），**`reports/PROJECT-GOVERNANCE-01/` 整个不存在**（`git ls-files \| grep -c ""reports/PROJECT-GOVERNANCE-01""` → 0）。同名文件的实际位置是 `"
AUD-101-DA01-根规范与科学.md,399,,| 重复或重叠对象 | ① 与 `ASTROCS_DESIGN.md` §2.2 L132-147：**逐字重复 13 ,docs/science/SCIENCE_SCOPE.md,docs/science/SCIENCE_SCOPE.md docs/science/CONTROL_WEIGHT_SNR.md docs/algorithms/NOISE_ESTIMATION.md,3,,,"| 重复或重叠对象 | ① 与 `ASTROCS_DESIGN.md` §2.2 L132-147：**逐字重复 13 行**（§1.1 已给三段实证）。② 与 `docs/science/SCIENCE_SCOPE.md` §系统/随机误差 L79-87：两个方差面 + `var_ADU=max(signal,0)/gain+(read_noise_e/gain)²` 公式**两份**（本份 §5 L80 逐字同式），且 SCIENCE_SCOPE 那份额外给了「`noise_model.cpp:618` 的 `source==0` 基线」这一本份 §5 L81 也有的锚 → **下位之间复述 + 行号锚两处不同（618 与 §5 的 `source==0` 未标行号）**。③ 与 `docs/science/CONTROL_WEIGHT_SNR.md` §2b：`sigma_slow²"
AUD-101-DA01-根规范与科学.md,400,,| 处置建议 | **保留（正本）+ 四项硬修**：① 修 `reports/PROJECT-GOVERNANCE-01,reports/PROJECT-GOVERNANCE-01/…,reports/PROJECT-GOVERNANCE-01/… artifacts/evidence/governance-01/research/…,2,,,"| 处置建议 | **保留（正本）+ 四项硬修**：① 修 `reports/PROJECT-GOVERNANCE-01/…` → `artifacts/evidence/governance-01/research/…`；② 按上位 §2.2 要求给 §5b 表补 **e⁻² 标度列**或改写上位要求；③ `1.44/√N` 首处补""无量纲""、`sigma_bg/sigma_slow` 统一符号；④ 修两处残句（L323/L343/L366 的「，）」「；）」）与 L5 元信息块的""模块: snr_estimator""过期名 |"
AUD-101-DA01-根规范与科学.md,402,,### 1.16 `docs/science/UNCERTAINTY_AND_COVARIANCE.md`,docs/science/UNCERTAINTY_AND_COVARIANCE.md,docs/science/UNCERTAINTY_AND_COVARIANCE.md,1,,,### 1.16 `docs/science/UNCERTAINTY_AND_COVARIANCE.md`
AUD-101-DA01-根规范与科学.md,406,,| 路径 | `docs/science/UNCERTAINTY_AND_COVARIANCE.md` |,docs/science/UNCERTAINTY_AND_COVARIANCE.md,docs/science/UNCERTAINTY_AND_COVARIANCE.md,1,,,| 路径 | `docs/science/UNCERTAINTY_AND_COVARIANCE.md` |
AUD-101-DA01-根规范与科学.md,412,,| 下游 | 43 命中（root 0 / docs 20 / 实验 5 / 其他 18）。docs 侧 20 份含 1,"docs/plugins/algorithms_phase{1,2,3}/","docs/plugins/algorithms_phase{1,2,3}/ docs/science/{DRIZZLE,INTEGRATION,NOISE_MODEL,PHASE3_HIPS_TO_FITS,PHOTOMETRY,SCIENCE_SCOPE}.md",2,,,"| 下游 | 43 命中（root 0 / docs 20 / 实验 5 / 其他 18）。docs 侧 20 份含 12 份 `docs/plugins/algorithms_phase{1,2,3}/*.md`（02_cosmetic、03_star_detection、06_photometry、08_drizzle、09_coverage、11_upm、15_resample 等）与 `docs/science/{DRIZZLE,INTEGRATION,NOISE_MODEL,PHASE3_HIPS_TO_FITS,PHOTOMETRY,SCIENCE_SCOPE}.md` → **被引用面最广的""横向口径页""之一** |"
AUD-101-DA01-根规范与科学.md,416,,| 悬空引用 | 扫描 11 条 / 报缺 3：① L148「`PHASE2_SAMPLER.md` 的 MC 对非高斯,docs/algorithms/PHASE2_SAMPLER.md,docs/algorithms/PHASE2_SAMPLER.md lib/algorithms/resample/p3_rsmp_propagation.cpp lib/algorithms/noise_snr/cpp/include/snr_estimator.h,3,,,"| 悬空引用 | 扫描 11 条 / 报缺 3：① L148「`PHASE2_SAMPLER.md` 的 MC 对非高斯族给出判红结果」——只给 basename，实际 `docs/algorithms/PHASE2_SAMPLER.md` **实存**；② L107 `p3_rsmp_propagation.cpp:101,108`——只给 basename，实际 `lib/algorithms/resample/p3_rsmp_propagation.cpp`（`git ls-files \| grep p3_rsmp_propagation` → 该行）→ **无路径锚**；③ L13 `snr_estimator.h`——实际 `lib/algorithms/noise_snr/cpp/include/snr_estimator.h`（实存）→ 无路径锚；④ L36「（SCI-UP"
AUD-101-DA01-根规范与科学.md,417,,| 与上位冲突 | ① **L59「马赛克加权积分（SCI-INT §5，**w_i=逐样本 ivar**…无 fall,docs/science/SCIENCE_SCOPE.md,docs/science/SCIENCE_SCOPE.md,1,,成立,"| 与上位冲突 | ① **L59「马赛克加权积分（SCI-INT §5，**w_i=逐样本 ivar**…无 fallback）」与 `INTEGRATION.md` §5 实际定义不一致**：`INTEGRATION.md` §5 的聚合式是 `signal = Σ w_i·x_i / Σ w_i`，`weights[i]` 定义为「**数值权重**（可空 = **等权 1.0**）」、§9 明写「**本层不编码 ivar 语义**，数值权重由调用方先经 `p2_validate_candidate_weights` 校验」（L110/L34），即 **SCI-INT §5 根本不规定 `w_i = ivar`**。→ **本份把""ivar""安在 SCI-INT §5 名下，而该节明确说自己不编码权重语义** = 引用了不会承载该口径的正本（与 G3 组同源）。② **L46 引「`d"
AUD-101-DA01-根规范与科学.md,418,,| 重复或重叠对象 | ① §逐像素方差 + §UPM control estimator 方差 ↔ `NOISE_MO,docs/science/PHASE3_HIPS_TO_FITS.md,docs/science/PHASE3_HIPS_TO_FITS.md docs/algorithms/PHASE3_RESAMPLE.md docs/standards/NUMERIC_STANDARD.md,3,,,| 重复或重叠对象 | ① §逐像素方差 + §UPM control estimator 方差 ↔ `NOISE_MODEL.md` §5/§5c、`PHASE2_UPM.md` §5：`control_variance = k_corr·(π/2)·σ_bg²/N_retained` **三份同式**（本份 L42、PHASE2_UPM L77、CONTROL_WEIGHT_SNR 未写）。差异：本份 L54-55 写「**k_corr 定义域 1 ≤ k_corr**」，而 `PHASE2_UPM.md` §4 L43-47 写「**定义域 `1 < k_corr`**；`k_corr=1` 与 `k_corr<1` 一律显式拒」→ **同一常数的定义域两份文档写成 `≥1` 与 `>1`，直接互斥**（本份把 `k_corr=1` 当合法，上位正本判其显式拒）。这是本批第二条硬取值
AUD-101-DA01-根规范与科学.md,421,,### 1.17 `docs/science/PHASE2_UPM.md`,docs/science/PHASE2_UPM.md,docs/science/PHASE2_UPM.md,1,,,### 1.17 `docs/science/PHASE2_UPM.md`
AUD-101-DA01-根规范与科学.md,425,,| 路径 | `docs/science/PHASE2_UPM.md` |,docs/science/PHASE2_UPM.md,docs/science/PHASE2_UPM.md,1,,,| 路径 | `docs/science/PHASE2_UPM.md` |
AUD-101-DA01-根规范与科学.md,428,,| 角色（标准 01 §2） | **科学定义**（目录一致）。**但 §7a/§16.3/§17 三节（L168-23,docs/algorithms/,docs/algorithms/,1,,,"| 角色（标准 01 §2） | **科学定义**（目录一致）。**但 §7a/§16.3/§17 三节（L168-231、L374-385、L387-505，共 190 行 = 全份 38%）实为""表示能力判据 + 实现现状对照 + 门槛的统计推导与实测标定""**：§17 的推导属**算法推导**角色（目标目录 `docs/algorithms/`）、§16.3 的""实现现状/待统一/待裁决""表属**模块工作细节 + 过程台账**角色 → **一份跨四角色** |"
AUD-101-DA01-根规范与科学.md,431,,| 下游 | 82 命中（root 4 / docs 34 / 实验 8 / 其他 36）。**root 4 份：`AC,"docs/algorithms/{UPM_SOLVER,PHASE2_UPM_IMPL,PHASE2_SAMPLER,GATES_AND_TOLERANCES,…}.md","docs/algorithms/{UPM_SOLVER,PHASE2_UPM_IMPL,PHASE2_SAMPLER,GATES_AND_TOLERANCES,…}.md docs/plugins/algorithms_phase2/{10_sampling,11_upm}.md docs/design/PHASE2_DETAILED_DESIGN.md docs/contracts/{SCHEDULER_CONTRACT,TEST_MATRIX,…}.md docs/ci/01_CHECKS.md",5,,,"| 下游 | 82 命中（root 4 / docs 34 / 实验 8 / 其他 36）。**root 4 份：`ACCEPTANCE_SPEC.md`（§6.2 把接缝门限 1e-2 的推导正本指给本份 §17）、`ASTROCS_DESIGN.md`（§5.4 L412 同指 §17）、`CMakeLists.txt`、`README.md`（L59）**。docs 侧 34 份含 `docs/algorithms/{UPM_SOLVER,PHASE2_UPM_IMPL,PHASE2_SAMPLER,GATES_AND_TOLERANCES,…}.md`、`docs/plugins/algorithms_phase2/{10_sampling,11_upm}.md`、`docs/design/PHASE2_DETAILED_DESIGN.md`、`docs/contracts/{SC"
AUD-101-DA01-根规范与科学.md,433,,| 开头元信息块 | **有**：L5 `> ID: SCI-UPM-001  范围: SCI-UPM-001..010,lib/algorithms/coverage,lib/algorithms/coverage lib/algorithms/upm,2,,,"| 开头元信息块 | **有**：L5 `> ID: SCI-UPM-001  范围: SCI-UPM-001..010 + SCI-UPM-WEIGHT-001 + SCI-UPM-PERSIST-001  状态: FROZEN (**T106 冻结, 2026-08-23**)  上游: SCI-SCOPE-001  下游 ALG: ALG-UPM-001..  模块: phase2 (upm/sampler)`。**违标准 01 §4 四项**：ID、状态编号、**日期 `2026-08-23`**、任务号 `T106`；""模块: phase2""是**旧模块名**（现树为 `lib/algorithms/coverage` + `lib/algorithms/upm`，见本份 §13 L278 自己写的路径） |"
AUD-101-DA01-根规范与科学.md,435,,| 悬空引用 | 扫描 41 条 / 报缺 25，逐条判定：<br/>**真悬空（文件级，7 条，全部指向 gitign,docs/science,"docs/science lib/infrastructure/aio/src/hiss_writer.cpp lib/infrastructure/aio/src/hips/aio_hips_writer.cpp lib/algorithms/coverage/src/ 实验/additive-sky-seamless/{README.md,code/c2_multiplicative.py,code/c3_public_plane.py,code/c7_realdata.py,results/ docs/science/PHASE2_UPM.md",6,,,"| 悬空引用 | 扫描 41 条 / 报缺 25，逐条判定：<br/>**真悬空（文件级，7 条，全部指向 gitignore 的 `run/`）**：L391 `run/SEAM-DERIV-01/`（含报告 `REPORT.md`）、L494 `run/SEAM-DERIV-01/evidence/critical_injection.json`、L499 `…/evidence/selftest.json`、L500-504 `run/SEAM-DERIV-01/tools/{null_distribution,null_tail,critical_injection,detection_floor,synthetic_null_detect}.py`。命令：`git ls-files docs/science \| wc -l` 与 `git ls-files ""run/**"" \"
AUD-101-DA01-根规范与科学.md,436,,| 与上位冲突 | **四处**：① **§7(b) 并行确定性容差与上位口径互斥（本批第二条硬取值冲突）**：本份 L,docs/science/PHASE2_UPM.md,docs/science/PHASE2_UPM.md,1,,成立,"| 与上位冲突 | **四处**：① **§7(b) 并行确定性容差与上位口径互斥（本批第二条硬取值冲突）**：本份 L152-158 写「同配置重复=位精确 + `model_hash` 逐字；**跨 worker 数 = 1e-12 绝对容差**（判据 `|ΔC| ≤ 1e-12·max(|C|, C_scale)`）；跨后端不允许」，而 `ASTROCS_DESIGN.md` §9 L677 写「模块科学页已冻结三档的按其三档（`docs/science/PHASE2_UPM.md` §7：…）」——上位把正本让给本份，**但本份自己 §7(b) 末段 L160-166 又说「绝对容差只在观测尺度 ≈1 时与相对判据等价…生产 C 场为面亮度 ADU·sr⁻¹…量级 5.3e13 ⇒ 此时 ulp 量级为 1e-2，绝对 1e-12 比 ulp 严 10 个数量级、不可达」** → "
AUD-101-DA01-根规范与科学.md,437,,| 重复或重叠对象 | ① 与 `docs/algorithms/UPM_SOLVER.md`、`docs/algori,docs/algorithms/UPM_SOLVER.md,docs/algorithms/UPM_SOLVER.md docs/algorithms/PHASE2_UPM_IMPL.md docs/plugins/algorithms_phase2/11_upm.md docs/science/CONTROL_WEIGHT_SNR.md docs/science/PHASE2_UPM.md docs/science/UNCERTAINTY_AND_COVARIANCE.md 实验/additive-sky-seamless/,7,,,| 重复或重叠对象 | ① 与 `docs/algorithms/UPM_SOLVER.md`、`docs/algorithms/PHASE2_UPM_IMPL.md`（都被本份 L94「求解 (UPM_SOLVER.md):」与 §8 表引用）：**Huber IRLS + 弱零锚 + gauge 的公式两份**（本份给科学定义、算法页给数值方法）→ 合法分层，但本份 §5 L94-96 已把求解式写全。② 与 `docs/plugins/algorithms_phase2/11_upm.md`（最高设计 §5.4 L411-413 三次指名它）：上位说 formulation 四要素与收敛判据、实现与默认参数在那份，本份 §5/§7/§9 也写了一份 → **同一 formulation 在 science 与 plugins 两层各写全文**（差异：plugins 给默认参数与端口，
AUD-101-DA01-根规范与科学.md,438,,| 处置建议 | **拆分保留**：① §17（门槛推导，119 行）整节迁 `docs/algorithms/SEAM,docs/algorithms/SEAM_GATE_DERIVATION.md,docs/algorithms/SEAM_GATE_DERIVATION.md 实验/additive-sky-seamless/README.md docs/plugins/algorithms_phase2/11_upm.md artifacts/evidence/seam-deriv-01/,4,,,| 处置建议 | **拆分保留**：① §17（门槛推导，119 行）整节迁 `docs/algorithms/SEAM_GATE_DERIVATION.md`，本份与 `ACCEPTANCE_SPEC.md` §6.2、上位 §5.4 全改为指针；② §16（SCI-C 实验结论）压缩为三行指针 + `实验/additive-sky-seamless/README.md`；③ §16.3 的实现现状表迁 `docs/plugins/algorithms_phase2/11_upm.md`；④ 7 条 `run/SEAM-DERIV-01/*` 证据迁 `artifacts/evidence/seam-deriv-01/`；⑤ 修 `hiss_writer.cpp` → `aio_hips_writer.cpp` 全路径（并同步 INTEGRATION/REJECTION 两份同错）；⑥ 
AUD-101-DA01-根规范与科学.md,440,,### 1.18 `docs/science/INTEGRATION.md`,docs/science/INTEGRATION.md,docs/science/INTEGRATION.md,1,,,### 1.18 `docs/science/INTEGRATION.md`
AUD-101-DA01-根规范与科学.md,444,,| 路径 | `docs/science/INTEGRATION.md` |,docs/science/INTEGRATION.md,docs/science/INTEGRATION.md,1,,,| 路径 | `docs/science/INTEGRATION.md` |
AUD-101-DA01-根规范与科学.md,450,,| 下游 | 43 命中（root 0 / docs 20 / 实验 0 / 其他 23）。**根级九份文档 0 引用*,docs/,"docs/ docs/DOCUMENT_INDEX.yaml docs/GLOSSARY.md docs/TRACEABILITY.csv docs/algorithms/{PHASE2_COVERAGE,PHASE2_INTEGRATION,PHASE2_MOSAIC_WRITE}.md docs/contracts/{DATA_SEMANTICS,INDEX,PUBLIC_API}.md docs/modules/{phase2_int,common}.md docs/modules/registry/ docs/owner/SCIENCE_OVERVIEW.md docs/plugins",12,,,"| 下游 | 43 命中（root 0 / docs 20 / 实验 0 / 其他 23）。**根级九份文档 0 引用**（`grep -l ""INTEGRATION.md"" *.md` → 无命中）→ 只被 `docs/` 内部引用：`docs/DOCUMENT_INDEX.yaml`、`docs/GLOSSARY.md`、`docs/TRACEABILITY.csv`、`docs/algorithms/{PHASE2_COVERAGE,PHASE2_INTEGRATION,PHASE2_MOSAIC_WRITE}.md`、`docs/contracts/{DATA_SEMANTICS,INDEX,PUBLIC_API}.md`、`docs/modules/{phase2_int,common}.md`、`docs/modules/registry/*`、`docs/owner/SCIE"
AUD-101-DA01-根规范与科学.md,452,,"| 开头元信息块 | **有**：L5 `> ID: SCI-INT-001  集合: SCI-INT-001,002,",lib/algorithms/coverage/src/integrate.cpp,lib/algorithms/coverage/src/integrate.cpp,1,,,"| 开头元信息块 | **有**：L5 `> ID: SCI-INT-001  集合: SCI-INT-001,002,004,008  状态: FROZEN  上游: SCI-SCOPE-001  下游 ALG: ALG-INT-001..  模块: phase2 (integrate)`（ID/状态违规；""模块: phase2""旧名，§13 实为 `lib/algorithms/coverage/src/integrate.cpp`） |"
AUD-101-DA01-根规范与科学.md,454,,| 悬空引用 | 扫描 12 条 / 报缺 2：① L21/L101/L102 引 `integrate.cpp`（无路,lib/algorithms/coverage/src/integrate.cpp,lib/algorithms/coverage/src/integrate.cpp lib/algorithms/coverage/include/astro/phase2/integrate.h lib/infrastructure/aio/src/hiss_writer.cpp,3,,,| 悬空引用 | 扫描 12 条 / 报缺 2：① L21/L101/L102 引 `integrate.cpp`（无路径，实际 `lib/algorithms/coverage/src/integrate.cpp`，§13 已给全路径）→ **同一文档两种锚法**；② L25/L136 引 `integrate.h`——§13 给的路径是 `lib/algorithms/coverage/include/astro/phase2/integrate.h`，`git ls-files` 复核实存；③ L31-32 引 `lib/infrastructure/aio/src/hiss_writer.cpp:335-365`（**实存**，同目录另有 `src/hips/aio_hips_writer.cpp`，两个写入器并存、上位 §11 指后者）→ 锚点正确但**同名职责两份写入器未在上位
AUD-101-DA01-根规范与科学.md,456,,| 重复或重叠对象 | ① 与 `docs/plugins/algorithms_phase2/13_integrati,docs/plugins/algorithms_phase2/13_integration.md,docs/plugins/algorithms_phase2/13_integration.md docs/algorithms/PHASE2_INTEGRATION.md docs/science/UNIFIED_SCIENCE_MODEL.md docs/science/UNCERTAINTY_AND_COVARIANCE.md,4,,成立,"| 重复或重叠对象 | ① 与 `docs/plugins/algorithms_phase2/13_integration.md`（模块工作细节层）：状态码表与求和顺序两份；**分工成立**（plugins 给端口/生命周期，本份给判据与不变量），差异：本份 L73 的""与实现一致""句复述了 `integrate.cpp:10-79` 行号范围（属 plugins 层内容）。② 与 `docs/algorithms/PHASE2_INTEGRATION.md`（算法层）：同一 reducer 的数值方法两份，合法分层。③ 与 `docs/science/UNIFIED_SCIENCE_MODEL.md` §5（扩展源最优统计 `(AᵀC⁻¹A)⁻¹AᵀC⁻¹d`）：本份 §5 的逐像素加权均值是该式的**退化特例**，两份并存且本份 L71 处已声明「该简化不是点源 PSF-aware "
AUD-101-DA01-根规范与科学.md,459,,### 1.19 `docs/science/DRIZZLE.md`,docs/science/DRIZZLE.md,docs/science/DRIZZLE.md,1,,,### 1.19 `docs/science/DRIZZLE.md`
AUD-101-DA01-根规范与科学.md,463,,| 路径 | `docs/science/DRIZZLE.md` |,docs/science/DRIZZLE.md,docs/science/DRIZZLE.md,1,,,| 路径 | `docs/science/DRIZZLE.md` |
AUD-101-DA01-根规范与科学.md,469,,| 下游 | 61 命中（root 0 / docs 24 / 实验 0 / 其他 37）。根级九份 0 引用。docs,"docs/algorithms/{DRIZZLE_GEOMETRY,HIPS_WRITER}.md","docs/algorithms/{DRIZZLE_GEOMETRY,HIPS_WRITER}.md docs/plugins/algorithms_phase1/08_drizzle.md docs/contracts/{CONFIG_CONTRACT,DATA_SEMANTICS,PUBLIC_API,INDEX}.md docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md docs/modules/{common,healpix_drizzle,registry/astrocs.phase1.drizzle}.md docs/own",9,,,"| 下游 | 61 命中（root 0 / docs 24 / 实验 0 / 其他 37）。根级九份 0 引用。docs 侧 24 份含 `docs/algorithms/{DRIZZLE_GEOMETRY,HIPS_WRITER}.md`、`docs/plugins/algorithms_phase1/08_drizzle.md`、`docs/contracts/{CONFIG_CONTRACT,DATA_SEMANTICS,PUBLIC_API,INDEX}.md`、`docs/interfaces/data/DATA-002_PHASE_PRODUCT_EXCHANGE.md`、`docs/modules/{common,healpix_drizzle,registry/astrocs.phase1.drizzle}.md`、`docs/owner/SCIENCE_OVERVIEW."
