id,symbol,header,linkage,full_signature,units,valid_range,nullable,ownership,lifetime,mutability,blocking,thread_safety,reentrancy,async_completion,error_model,determinism,precision,config_keys,upstream_ids,test_ids,status
API-dpsf_free_results,dpsf_free_results,lib/dynamic_psf/include/dynamic_psf.h,C,DPSF_EXPORT void dpsf_free_results(DPSFFitResult *results);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller buffers,call scope,immutable input,blocking,parallel per-star,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-AdmissionController,AdmissionController,lib/orchestrator/cpp/include/admission_controller.h,C,"public: AdmissionController(MemoryBudgetManager& budget, const FrameCostEstimator& estimator, CPUBackpressure& cpu_bp, const ResourceMonitor* monitor = nullptr);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-CPUBackpressure,CPUBackpressure,lib/orchestrator/cpp/include/admission_controller.h,C,"explicit CPUBackpressure(int max_concurrent = 2, const ResourceMonitor* monitor = nullptr);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-MemoryBudgetManager,MemoryBudgetManager,lib/orchestrator/cpp/include/admission_controller.h,C,"public: MemoryBudgetManager(int64_t total_budget_bytes, int64_t os_margin_bytes = 2LL * 1024 * 1024 * 1024, double uncertainty_factor = 1.0);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-PressureHandler,PressureHandler,lib/orchestrator/cpp/include/admission_controller.h,C,public: explicit PressureHandler(const AdmissionController& controller);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-admit,admit,lib/orchestrator/cpp/include/admission_controller.h,C,"AdmissionResult admit(const FrameParams& params, const std::string& stage = ""DRIZZLE"", const FrameParams* worst_next_frame_params = nullptr);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-release,release,lib/orchestrator/cpp/include/admission_controller.h,C,std::optional<MemoryReservation> release(const std::string& frame_id);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-reserve,reserve,lib/orchestrator/cpp/include/admission_controller.h,C,"bool reserve(const std::string& frame_id, const std::string& stage, int64_t bytes);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_actual_peak,set_actual_peak,lib/orchestrator/cpp/include/admission_controller.h,C,"void set_actual_peak(const std::string& frame_id, int64_t actual_bytes);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-stages_compatible,stages_compatible,lib/orchestrator/cpp/include/admission_controller.h,C,"bool stages_compatible(const std::string& stage_a, const std::string& stage_b);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-update_load,update_load,lib/orchestrator/cpp/include/admission_controller.h,C,void update_load(double cpu_percent);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-CheckpointManager,CheckpointManager,lib/orchestrator/cpp/include/checkpoint.h,C,public: CheckpointManager();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-atomic_write,atomic_write,lib/orchestrator/cpp/include/checkpoint.h,C,"bool atomic_write(const std::string& path, const std::string& content);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-clear_all,clear_all,lib/orchestrator/cpp/include/checkpoint.h,C,void clear_all();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-deserialize,deserialize,lib/orchestrator/cpp/include/checkpoint.h,C,"bool deserialize(const std::string& json, CheckpointData& data);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-exists,exists,lib/orchestrator/cpp/include/checkpoint.h,C,bool exists(const std::string& frame_name);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_filepath,get_filepath,lib/orchestrator/cpp/include/checkpoint.h,C,std::string get_filepath(const std::string& frame_name);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_resume_stage,get_resume_stage,lib/orchestrator/cpp/include/checkpoint.h,C,int get_resume_stage(const std::string& frame_name);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_timestamp,get_timestamp,lib/orchestrator/cpp/include/checkpoint.h,C,std::string get_timestamp();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-is_stage_completed,is_stage_completed,lib/orchestrator/cpp/include/checkpoint.h,C,"bool is_stage_completed(const std::string& frame_name, int stage_id);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-list_all,list_all,lib/orchestrator/cpp/include/checkpoint.h,C,std::vector<std::string> list_all();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-load,load,lib/orchestrator/cpp/include/checkpoint.h,C,"bool load(const std::string& frame_name, CheckpointData& data);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-remove,remove,lib/orchestrator/cpp/include/checkpoint.h,C,bool remove(const std::string& frame_name);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-sanitize_frame_name,sanitize_frame_name,lib/orchestrator/cpp/include/checkpoint.h,C,std::string sanitize_frame_name(const std::string& name);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-save,save,lib/orchestrator/cpp/include/checkpoint.h,C,"bool save(const std::string& frame_name, const CheckpointData& data);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-serialize,serialize,lib/orchestrator/cpp/include/checkpoint.h,C,std::string serialize(const CheckpointData& data);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-set_checkpoint_dir,set_checkpoint_dir,lib/orchestrator/cpp/include/checkpoint.h,C,void set_checkpoint_dir(const std::string& dir);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-update_stage,update_stage,lib/orchestrator/cpp/include/checkpoint.h,C,"bool update_stage(const std::string& frame_name, int stage_id, const std::string& stage_name, double duration, bool success);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-output_jsonl_event_ex,output_jsonl_event_ex,lib/orchestrator/cpp/include/cli_command.h,C,"public: static void output_jsonl_event_ex(const std::string& event_type, const std::string& job_id, const std::string& stage = """", double progress = -1.0, const std::string& message = """", const std::string& result_json = """", const std::string& error_json = """", int exit_code = -1, double duration_ms = -1.0, const std::string& status = """", const std::string& extra_json = """");",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p04004_register_signal_handler,p04004_register_signal_handler,lib/orchestrator/cpp/include/cli_command.h,C,"void p04004_register_signal_handler(Orchestrator* orch, bool enable_cancel_on_signal);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-p04004_unregister_signal_handler,p04004_unregister_signal_handler,lib/orchestrator/cpp/include/cli_command.h,C,void p04004_unregister_signal_handler();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-DllLoader,DllLoader,lib/orchestrator/cpp/include/dll_loader.h,C,public: DllLoader();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-free_library,free_library,lib/orchestrator/cpp/include/dll_loader.h,C,void free_library(HMODULE handle);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_function,get_function,lib/orchestrator/cpp/include/dll_loader.h,C,"template<typename T> T get_function(ModuleId id, const std::string& func_name);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_last_error,get_last_error,lib/orchestrator/cpp/include/dll_loader.h,C,std::string get_last_error();,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_proc_address,get_proc_address,lib/orchestrator/cpp/include/dll_loader.h,C,"void* get_proc_address(HMODULE handle, const std::string& func_name);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-get_version,get_version,lib/orchestrator/cpp/include/dll_loader.h,C,std::string get_version(ModuleId id);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-load_all,load_all,lib/orchestrator/cpp/include/dll_loader.h,C,bool load_all(const std::string& lib_base_dir);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-load_library,load_library,lib/orchestrator/cpp/include/dll_loader.h,C,HMODULE load_library(const std::string& path);,ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
API-load_module,load_module,lib/orchestrator/cpp/include/dll_loader.h,C,"bool load_module(ModuleId id, const std::string& lib_base_dir);",ADU/pixel/deg per header,per SCI valid_range,per header nullable,caller,call scope,immutable input,blocking,unspecified,reentrant if no global,sync,return code 0=OK,deterministic per SCI,fp32/fp64 per header,,SCI-SCOPE-001,TST-GEN-001,VERIFIED
