seq,sha8,日期,作者,分级,文件数,增行,删行,编号,主题
630,a0c92280,2026-08-13,fujiaze,S,3,33,1,,style(phase2-v14): add .clang-format/.editorconfig first-party format config (G5)
631,d7cd1998,2026-08-13,fujiaze,M,7,81,4,,"feat(phase2-v14): browser Lock STF + Reset STF UI - freeze display scale (menu Ctrl+A/Ctrl+R/Ctrl+L, CLI --loc"
632,26c95669,2026-08-13,fujiaze,S,1,181,0,,"feat(phase2-v14): browser_cli STF latency bench + lock probe - --stf-bench (recompute vs stretch-only, 3x10 fr"
633,d3c6f213,2026-08-13,fujiaze,S,4,56,10,,docs(phase2-v14): status/error ownership contract (PUBLIC_API) + browser STF lock/reset/bench docs + G6/G7 evi
634,bdcf1ba2,2026-08-13,fujiaze,S,1,94,0,,feat(phase2-v14): browser_cli 10-min memory-bounded soak mode - --soak N (pan/zoom FOV sweep + 5s working-set 
635,1dbe21cb,2026-08-13,fujiaze,S,2,15,3,,"docs(phase2-v14): G6 10-min memory soak PASS - 600s/16952 frames, RSS 72->157MB flat (LRU 4624 evictions), mem"
636,2acac43d,2026-08-13,fujiaze,S,1,2,1,,docs(phase2-v14): G4 real GC accepted/rejected spatial coverage evidence referenced in final status
637,c109ea12,2026-08-13,fujiaze,S,2,109,42,,fix(phase2-v14): Auto STF v2 full-dataset robust scale - Auto Global scans all leaf tiles once (process cache)
638,1ecc5be9,2026-08-13,fujiaze,S,1,81,0,,"feat(phase2-v14): browser_cli --dataset-stats - full leaf-tile percentile scan (finite && support>0, 64x64/til"
639,84e4150f,2026-08-13,fujiaze,S,2,23,3,,"docs(phase2-v14): Auto STF v2 full-dataset scale documented (Auto Global p1/p99 + contamination guard, Auto Vi"
640,5b8e43f8,2026-08-13,fujiaze,S,2,169,32,,"feat(phase2-v14): WBPP rejection method set + auto - add percentile (Siril relative-to-median), median_sigma ("
641,26e229b7,2026-08-13,fujiaze,S,1,8,0,,feat(phase2-v14): stage2 config rejection.method accepts percentile/median_sigma/minmax/auto (WBPP set)
642,b8528f33,2026-08-13,fujiaze,S,2,44,14,,docs(phase2-v14): winsorized oracle reference aligned to robust Siril semantics (median + 1.5sigma winsorize);
643,1e3880ff,2026-08-14,fujiaze,M,11,302,210,,fix(phase2-v14): STF panel redone as single gradient bar with 3 control points (shadows/midtones/highlights) -
644,282c40d1,2026-08-14,fujiaze,S,5,187,25,,fix(phase2-v14): STF manual control fixes - (1) click-to-snap nearest control point (drag was stuck behind 12p
645,59a3c6f6,2026-08-14,fujiaze,S,2,2,2,,"fix(phase2-v14): midtones control range widened to [0.001,0.999] - user can pull to either end (m->0 all-brigh"
646,dbb3eecc,2026-08-14,fujiaze,S,1,64,0,,docs(phase2-v14): WBPP rejection + STF 3-control fix audit report (methods/auto/satellite evidence/known gate 
647,4b92989f,2026-08-14,fujiaze,L,18,2584,843,,fix(phase2-v15): rejection semantic closure - typed params/planning-layer auto/WBPP 2.9.1 policy/eligibility/r
648,638ed3be,2026-08-14,fujiaze,M,2,406,0,,feat(phase2-v15): satellite trail production gate tooling - 20-exposure controlled-injection stack + kernel-le
649,8d3b2c75,2026-08-14,fujiaze,S,6,123,50,,fix(browser-v15): single DisplayTransformState (mode/locked/black/white/midtones/curve/compression/generation)
650,c0fa7503,2026-08-14,fujiaze,M,2,42,228,,refactor(browser-v15): remove second handwritten NESTED HEALPix mapping - delegate to canonical astrocs::healp
651,f2d7f5a1,2026-08-14,fujiaze,M,18,569,73,,fix(phase2-v15): ACR-path underdetermined counting uses resolved plan; docs+reports+round1 findings
652,77879c72,2026-08-14,fujiaze,S,6,203,1,,test(phase2-v15): oracle edge assertion aligned with INVALID_INPUT contract; self-review rounds 2-5
653,8a772cae,2026-08-14,fujiaze,S,2,52,2,,docs(phase2-v15): FINALIZATION_SELF_REVIEW=PASS after 6 rounds + clean-tree verification
654,2e52c437,2026-08-14,fujiaze,S,2,37,0,,docs(phase2-v15): project memory progress entries for V15 final semantic closure
655,ef6ab2fa,2026-08-14,fujiaze,M,8,1078,551,,"fix(phase2-v16): profile split (wbpp_current group-level vs astrocs_adaptive), RejectionNormalizationPolicy (m"
656,fd145ee8,2026-08-14,fujiaze,S,2,234,8,,fix(phase2-v16): ScratchVec heap-mode migration (n>64 crash fix); real 16-exposure satellite gate V2 metrics t
657,37bebb9b,2026-08-14,fujiaze,S,4,23,13,,"config(phase2-v16): WBPP Light defaults (linearFit 5/3.5, percentile 0.2/0.1), profile astrocs_adaptive, norma"
658,1145a28f,2026-08-14,fujiaze,M,17,510,371,,reports+v16: final status / feature matrix / normalization / satellite v2 / full e2e / upgraded self-review ro
659,b72e3023,2026-08-14,fujiaze,S,2,38,0,,docs(phase2-v16): project memory progress entries
660,ed7a544d,2026-08-14,fujiaze,M,16,323,178,,"fix(phase2-v17): integration non-finite weight/support -> INVALID_INPUT (never OK+NaN), explicit statuses (NO_"
661,03d5d961,2026-08-14,fujiaze,L,44,155,289,,"chore(phase2-v17): legacy removal - healpix_stack moved to archive/legacy, orchestrator legacy Stage2 wiring r"
662,efdbe7e2,2026-08-14,fujiaze,M,4,626,7,,"fix(phase2-v17): controlled clean rejection truth (FPR/Siril same-case/science preservation/outlier recall), r"
663,c7cb2e69,2026-08-14,fujiaze,M,9,517,4,,feat(phase2-v17): astrocs.large_scale_rejection.v1 - connected-component grow on per-frame low/high rejection 
664,85851c2f,2026-08-14,fujiaze,M,14,525,170,,docs(phase2-v17): docs/API/config machine consistency - PUBLIC_API/SCIENCE_FREEZE/rejection_semantics/CONFIG_S
665,2d3b31fc,2026-08-14,fujiaze,S,3,129,12,,"fix(phase1-v17): orchestrator rebuild after legacy removal - restore load_module braces, drop GRADIENT_SPHERE/"
666,a46e7028,2026-08-14,fujiaze,M,11,550,210,,"reports+v17: Phase1 source audit (single call graph, no hidden path), performance reports (Phase2/browser data"
667,88293174,2026-08-14,fujiaze,M,3,432,30,,"tools+v17: repo source manifest generator (4197 files SHA256), review package assembler, round6 clean-tree ver"
668,d00b9f42,2026-08-14,fujiaze,M,6,298,0,,reports+v17: V17 required deliverables - integration_contract/wbpp_final/large_scale/controlled_rejection_trut
669,c9b8dfc3,2026-08-14,fujiaze,M,7,93,40,,"v17-final: freeze PASS - clean-tree verification (74/74 clean build, real 16-frame E2E warm, 3-run perf), CUDA"
670,3547b108,2026-08-14,fujiaze,S,1,107,11,,"tools+v17: review package assembler - SHA256SUMS generation, before/after performance JSONs (honest B1 interru"
671,df5cbb5d,2026-08-15,fujiaze,L,15,5625,42,,perf(phase1-v18): Drizzle/HiPS profiling + hot-path optimizations - coarse full-wall timing (orchestrator oute
672,ce071948,2026-08-15,fujiaze,S,5,176,50,PERF-002;PERF-003;PERF-007;PERF-010,"perf(phase1-v18): SNR model RAII (PERF-010 leak fix), thread-local scratch reuse for candidates/drop geometry "
673,137f20d5,2026-08-15,fujiaze,S,1,47,0,PERF-001,"reports(phase1-v18): drizzle optimization record - PERF-001..005/010 implemented, oracle equivalence (candidat"
674,f5e24335,2026-08-15,fujiaze,S,1,94,3,,perf(phase1-v18r2): gaia cone-search polar-plane pruning - fix 16.3GB/13s per query (AzimuthalEquidistant RA-w
675,4147f9ce,2026-08-15,fujiaze,S,1,9,1,,"perf(phase1-v18r2): gaia spectrum search same polar-plane pruning - PHOTOMETRIC 17.8s/36GB -> <1s, full frame "
676,77fc48eb,2026-08-15,fujiaze,S,3,43,25,,"perf(phase1-v18r2): drizzle row-level Vec3 vertex cache (shared corners, no per-pixel sin/cos) + safe-margin d"
677,c8c40855,2026-08-15,fujiaze,S,3,99,0,,"reports(phase1-v18r2): resource timeline before/after (RSS 37.5GB->1.2GB, exit 40s->0.7s), hotpath complexity "
678,578b4814,2026-08-15,fujiaze,S,3,9,69,SHA-256,refactor(phase1-v18r2): SHA-256 unified to lib/common/crypto - remove orchestrator sha256_impl duplicate (conf
679,53ff1143,2026-08-15,fujiaze,S,4,11,176,SHA-256,refactor(acr-v18r2): SHA-256 unified to lib/common/crypto - remove 2 duplicate SHA256 structs in profile_reade
680,25a6479b,2026-08-15,fujiaze,L,8,0,2627,CODE-001,refactor(phase1-v18r2): remove duplicate lib/data_pipeline (CODE-001) - canonical is astro_image_io PipelineFr
681,f4f5138f,2026-08-15,fujiaze,M,3,79,514,,"refactor(phase1-v18r2): omp_set_num_threads -> parallel num_threads clause (no global side effect), orchestrat"
682,c9d05625,2026-08-15,fujiaze,M,8,175,407,,"self-review(phase1-v18r2): Round0-6 resource-driven audit - 15 red-team hypotheses closed, oracle/science/perf"
683,f12d39a1,2026-08-15,fujiaze,M,7,49,92,,reports(phase1-v18r2): final status + bottleneck classification + hips io + phase1/2 performance + duplicate c
684,348ca1e8,2026-08-15,fujiaze,M,2,399,158,,fix(gaia-v18r3): provably-conservative polar prune + exact cache key + transactional replace + checked public 
685,871092f8,2026-08-15,fujiaze,M,25,67,178,,refactor(v18r3): full first-party warnings zero -Wall -Wextra -Wpedantic
686,44a23e52,2026-08-15,fujiaze,S,1,18,1,,tools(phase1-bench): incremental per-frame log + partial.json persistence
687,87173cf7,2026-08-15,fujiaze,S,1,21,0,,docs(gaia-v18r3): module memory - V18R3 polar prune/cache/memory-safety/trace closure record
688,f6727773,2026-08-15,fujiaze,M,4,1095,1,SNR-001,feat(snr-v19): three-layer noise model - PhotometricCalibrationQuality/PsfFitQuality/NoiseWeightModelV1
689,05cccb4e,2026-08-15,fujiaze,M,8,833,21,DRZ-014;DRZ-016;P1-003;SNR-011;SNR-012,feat(drizzle-v19): variance propagation (DRZ-014) + operation counters + HiPS variance/ivar product (P1-003)
690,eb48cefe,2026-08-15,fujiaze,M,10,354,51,SNR-015,feat(phase2-v19): ivar science weight model - UPM/integration/ACR retire raw-star-SNR
691,1d3a34c2,2026-08-15,fujiaze,M,19,1001,4,,docs(v19): diagnostics tool + full pre-release developer/science documentation
692,5c2a98ca,2026-08-15,fujiaze,M,10,69,609,,fix(v19-round2): first-party warnings zero -Wall -Wextra -Wpedantic (full repo)
693,04ffaa0f,2026-08-15,fujiaze,S,1,27,2,SNR-015,test(phase2-v19): G5WeightTruthGate - UPM-calibrated ivar unbiased (SNR-015)
694,729f150c,2026-08-15,fujiaze,M,3,473,5,,fix(v19-round5): red-team 17/17 - variance no-data tile skip + evidence tools
695,c0753e33,2026-08-15,fujiaze,S,3,107,2,,docs(v19-round6): machine consistency PASS - config/error/stage/SNR/product/drizzle
696,dab83fa5,2026-08-15,fujiaze,S,6,61,0,,docs(v19): module memories + root memory - V19 pre-release closure record
697,9c415bc1,2026-08-15,fujiaze,M,3,779,131,BIND-001;MODEL-001,feat(phase2): UPM frame binding + persistence with synthetic gate coverage
698,729bc3b9,2026-08-15,fujiaze,L,4,3276,0,,chore(v19r2-s0): full-repo inventory on merged HEAD
699,5c7032db,2026-08-15,fujiaze,S,2,149,0,DRZ-001;RJ-001;SNR-001;UPM-001,docs(v19r2-s1): contract freeze - 44 authoritative science/algorithm IDs
700,8ab2efbd,2026-08-15,fujiaze,L,83,2494,22,,docs(v19r2-s2): authoritative L0-L5 doc hierarchy + 64 contract IDs
701,c8a0a7ba,2026-08-15,fujiaze,L,353,6136,5916,,chore(v19r2-s3): comment hygiene - migrate round/audit history markers from production comments
702,4265b603,2026-08-15,fujiaze,S,1,74,69,DRZ-001,test(v19r2-s6): F-V19R2-DRZ-001 - SIP subdivision area assertion to science tolerance
703,e82ca0f2,2026-08-15,fujiaze,M,3,184,141,IO-001;UPM-002,fix(v19r2-s6): reject unknown UPM frame id + atomic sparse-model write
704,7538cbf0,2026-08-15,fujiaze,S,5,26,24,BLD-001;COV-001;CUDA-001;REJ-001,fix(v19r2-s4): zero first-party warnings with -Wall -Wextra -Wpedantic
705,1727a0cd,2026-08-15,fujiaze,S,4,184,0,,docs(v19r2-s5): science/algorithm trace - TRACEABILITY 30 rows + mapping + checker
706,feb12ee0,2026-08-15,fujiaze,L,28,1256,726,DOCS-001,docs(v19r2-s7-s9): diagnostics/consistency reports + round0-6 self review
707,2871a517,2026-08-15,fujiaze,S,1,179,0,,chore(v19r2-s3): audit status updater tool
708,2885bea5,2026-08-15,fujiaze,S,1,26,0,,docs(v19r2): changelog entry - traceable foundation closure
709,edfdd1d1,2026-08-15,fujiaze,S,1,183,0,,chore(v19r2-s10): review package builder
710,1752e8ca,2026-08-16,fujiaze,M,12,600,44,UPMW-001;UPMW-005,fix(phase2-v19r3-s1): UPM control-variance science weight + integration/ACR contract
711,ce8ec527,2026-08-16,fujiaze,M,4,243,34,UPMW-005,perf(drizzle-v19r3-s3): bounded target-ipix geometry cache + op counters
712,a3506d64,2026-08-16,fujiaze,M,9,225,25,WEIGHT-001,docs(v19r3-s4): authoritative science/algorithm/module docs for V19R3 contracts
713,fb59df96,2026-08-16,fujiaze,L,99,754,367,,chore(v19r3-s10): comment hygiene - strip round/audit/task markers + stale skeleton comments
714,c4131430,2026-08-16,fujiaze,S,1,0,0,,chore: untrack stray v18r2 dll backup
715,23c11c19,2026-08-16,fujiaze,L,15,5665,8,,quality(v19r3-s7): direct static analysis 100% coverage + fix findings
716,4661feb3,2026-08-16,fujiaze,M,19,747,17,,quality(v19r3-s8): final-HEAD WSL ASan/UBSan matrix 9/9 PASS + P1 fix
717,f03379eb,2026-08-16,fujiaze,L,12,2500,31,CACHE-001;IVAR-001;NOISE-001;UNC-001;UPM-001;UPMW-001;WEIGHT-001,docs(v19r3-s9): traceability rebuild - 63 individual contracts + machine checker + 50/50 sampling
718,a4d1039a,2026-08-16,fujiaze,S,4,67,5,,docs(v19r3-s9): machine consistency full-set checks PASS (8/8)
719,ae66442a,2026-08-16,fujiaze,M,17,726,410,,chore(v19r3-s12): final reports + self-review rounds + package builder
720,5979903c,2026-08-16,fujiaze,S,1,19,0,,docs(v19r3): phase2 module memory - V19R3 closure record
721,b9a755b8,2026-08-16,fujiaze,M,3,845,0,,chore(v19r3): docs_consistency evidence + file_audit_inventory to evidence/quality
722,6d2b1caa,2026-08-16,fujiaze,M,7,382,13,IVAR-001;WIRE-001,fix(v19r4-s1): production wiring - Noise default config + per-frame ivar binding
723,388082c7,2026-08-16,fujiaze,M,14,571,28,ID-001;SHA-256;WIRE-001,fix(v19r4-s2): Noise contract closure + k_corr domain (option B) + Drizzle atomic run-gen
724,6c3c6927,2026-08-16,fujiaze,L,140,614,524,M09,chore(v19r4-s3): comment hygiene - strip R0x-xxx/GAP/SHA/V19Rx residue
725,8c5479db,2026-08-16,fujiaze,S,1,0,0,,chore: untrack stray drizzle dll backup
726,068821ea,2026-08-16,fujiaze,S,4,141,4,ID-001;SHA-256;WIRE-001,docs(v19r4-s4): frame_id contract checker + Noise docs + representative probe
727,2b4ccbdc,2026-08-16,fujiaze,S,1,1,1,,fix(v19r4): frame_id checker scope - detect stale FNV-1a 64 description only
728,5786e398,2026-08-16,fujiaze,M,6,717,320,,chore(v19r4): final static recheck evidence + package builder
729,1c163174,2026-08-16,fujiaze,S,1,2,0,,chore(v19r4): package builder evidence dir fix
730,e91e06f5,2026-08-21,fujiaze,S,6,72,32,,"fix(v19r6r2-w1): Tier-A 7 blockers closure - CAL window, AIO truncation, GAIA zero/dangling, ORCH FP64, NOISE "
731,f30551c3,2026-08-21,fujiaze,S,1,20,0,,"chore: baseline V19R6R2-W1 + DSH b7135 ready (single AstroCS coordinator, workflow parallel 8x3, run/v19r7r1 s"
732,fd350e5f,2026-08-21,付家泽,S,1,12,0,,chore(env): vm-bj 长期工作目录基线 2026-08-21 (V19R6R2-W1)
733,797c9c47,2026-08-21,付家泽,S,1,51,0,,docs: AGENTS.md 补充开发协作规范（2026-08-21）+ 自动挂载确认
734,6e03af76,2026-08-21,付家泽,M,1,66,211,,docs: AGENTS.md 替代为精简协作规范（2026-08-21）
735,23662d63,2026-08-22,付家泽,M,3,644,0,QA-01,docs(qa): V19R7 quality optimization Spec/Checklist/Task [QA-V19R7] [A0]
736,3c48187e,2026-08-22,付家泽,S,1,95,0,,chore(qa): register QA-V19R7 95 tasks [QA-V19R7] [A0]
737,86ec26c1,2026-08-22,付家泽,M,16,1465,3,,chore(qa): fix machine_consistency linux path + before scan [QA-V19R7-A1-01/02]
738,d22a3ff6,2026-08-22,付家泽,M,18,352,20,,chore(qa): fix tools ROOT hardcode for linux [QA-V19R7-A1]
739,5fe2a245,2026-08-22,付家泽,S,2,105,0,,docs(qa): audit findings drizzle+io [QA-V19R7-A2-03/05]
740,b17412c7,2026-08-22,付家泽,S,2,106,0,,docs(qa): audit findings phase2+architecture [QA-V19R7-A2-04/06]
741,7f7ff12f,2026-08-22,付家泽,S,2,145,0,,docs(qa): audit findings science+standards [QA-V19R7-A2-01/02/07]
742,95b632a6,2026-08-22,付家泽,S,1,87,0,,docs(qa): audit findings noise [QA-V19R7-A2-02]
743,233c82b6,2026-08-22,付家泽,M,4,468,58,DRZ-01;NO-01;SC-01;SC-02,docs(qa): audit findings summary A Gate [QA-V19R7-A2-08]
744,b1e3d138,2026-08-22,付家泽,M,11,428,8,,chore(qa): mark A stage DONE + evidence indices [QA-V19R7-A2]
745,24bd3bc2,2026-08-22,付家泽,S,1,11,10,SC-01;SC-04;SC-07;SC-08,docs(science): align CALIBRATION to calibrator [B1-02] SC-01/SC-04/SC-07/SC-08
746,97d08917,2026-08-22,付家泽,S,1,14,2,SC-02;SC-10,docs(science): align PHOTOMETRY to star_matcher IRLS [B1-04] SC-02/SC-10
747,3a5788c9,2026-08-22,付家泽,S,1,23,6,NO-01,docs(science): align NOISE_MODEL gain diagnostic [B1-05] NO-01/06-10
748,e7d5bb1e,2026-08-22,付家泽,S,1,3,3,,chore(qa): mark B1-02/04/05 DONE [QA-V19R7-B1]
749,8ac3c042,2026-08-22,付家泽,S,1,4,2,NO-02,docs(science): clarify UNCERTAINTY control_ivar domain [B1-06] NO-02/P2
750,a37cbf18,2026-08-22,付家泽,S,1,1,1,,chore(qa): mark B1-06 DONE [QA-V19R7-B1]
751,9979bf73,2026-08-22,付家泽,S,2,20,13,SC-05,docs(science): align AST+PSF units and Moffat derivation [B1-03] SC-05/06/09/11/12
752,696b623c,2026-08-22,付家泽,S,1,1,1,,chore(qa): mark B1-03 DONE [QA-V19R7-B1]
753,0ada0252,2026-08-22,付家泽,S,1,2,2,SC-03;SCOPE-001,docs(science): add SCI-SCOPE-001 entry [B1-01] SC-03
754,78f0d0d6,2026-08-22,付家泽,S,1,1,1,SCOPE-001,chore(qa): mark B1-01 DONE [QA-V19R7-B1]
755,4f7709e1,2026-08-22,付家泽,S,1,4,0,DRZ-02,docs(science): clarify DRIZZLE buffers and variance numerator [B1-07] DRZ-02/03
756,31407d6f,2026-08-22,付家泽,S,1,3,2,,docs(science): clarify PHASE2_UPM weight layers and kcorr provenance [B1-08] PH2-01/02/03
757,2823b2af,2026-08-22,付家泽,S,1,2,2,,chore(qa): mark B1-07/08 DONE [QA-V19R7-B1]
758,52fc6c25,2026-08-22,付家泽,S,2,2,2,,docs(science): add INTEGRATION/REJECTION line anchors [B1-09/10] PH2-04/05
759,e6ce3dc8,2026-08-22,付家泽,S,1,2,2,,chore(qa): mark B1-09/10 DONE [QA-V19R7-B1]
760,c5948dbf,2026-08-22,付家泽,S,1,1,0,,docs(algorithms): add per-frame kcorr provenance [B2-09] PH2-03
761,7e889a9b,2026-08-22,付家泽,S,1,7,2,DRZ-02,docs(algorithms): clarify DRIZZLE_GEOMETRY buffers [B2-07] DRZ-02
762,6f8b3bbf,2026-08-22,付家泽,S,1,1,0,,docs(algorithms): clarify UPM raw vs normalized weights [B2-10] PH2-01
763,b3bb379b,2026-08-22,付家泽,S,1,3,3,,chore(qa): mark B2-07/09/10 DONE [QA-V19R7-B2]
764,2f0d6749,2026-08-22,付家泽,S,1,1,1,,docs(algorithms): add zero-weight contract anchors [B2-12] PH2-05
765,78615aae,2026-08-22,付家泽,S,1,1,1,,docs(algorithms): add large_scale trail anchor [B2-11] PH2-04
766,6f946469,2026-08-22,付家泽,S,1,7,3,SC-07,docs(algorithms): align CALIBRATION double-branch and flat clamp [B2-01] SC-07/08
767,34f43ad4,2026-08-22,付家泽,S,1,3,3,,chore(qa): mark B2-01/11/12 DONE [QA-V19R7-B2]
768,7ce23d24,2026-08-22,付家泽,S,1,4,0,NO-01,docs(algorithms): isolate gain diagnostic in NOISE_ESTIMATION [B2-05] NO-01
769,df37783b,2026-08-22,付家泽,S,1,2,2,SC-09,docs(algorithms): align PLATESOLVE CRPIX/SIP/Y-down [B2-02] SC-09
770,bfbaef24,2026-08-22,付家泽,S,1,2,2,,chore(qa): mark B2-02/05 DONE [QA-V19R7-B2]
771,8ab802a5,2026-08-22,付家泽,S,1,1,1,DRZ-01,docs(algorithms): unify HEALPIX mapping authority [B2-08] DRZ-01
772,a62d67ad,2026-08-22,付家泽,S,1,2,2,SC-11,docs(algorithms): expand STAR_PSF Moffat anisotropy [B2-03] SC-11
773,c8f9afe3,2026-08-22,付家泽,S,1,1,1,SC-02,docs(algorithms): expand PHOTOMETRIC_FIT IRLS Tukey [B2-04] SC-02
774,3e45e9fb,2026-08-22,付家泽,S,1,3,3,,chore(qa): mark B2-03/04/08 DONE [QA-V19R7-B2]
775,da7bda6a,2026-08-22,付家泽,S,1,1,1,SC-06,docs(algorithms): expand GAIA_QUERY polar prune details [B2-06] SC-06
776,5713f067,2026-08-22,付家泽,S,1,1,1,,chore(qa): mark B2-06 DONE [QA-V19R7-B2]
777,c8937cef,2026-08-22,付家泽,S,1,1,0,DRZ-01,docs(arch): add HEALPix dependency rule [B3-03] DRZ-01
778,5b3fbd7b,2026-08-22,付家泽,S,1,1,0,,docs(arch): clarify module layering and I/O authority [B3-01]
779,95508729,2026-08-22,付家泽,S,1,2,2,DRZ-01,chore(qa): mark B3-01/03 DONE [QA-V19R7-B3]
